episode_count,baker,signature,technical,showstopper,result,series
61,Jane,Chocolate and Hazelnut Roulade,4th,"Chocolate, Coffee, and Vanilla Joconde CakesBlackcurrant and Vanilla Ombré Mousses",Safe,7
61,Selasi,Summer Picnic Roulade,6th,"Lemon, Raspberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",Safe,7
61,Tom,Millionaire's Roulade,5th,Hipster Picnic,Eliminated,7
62,Andrew,Da Vinci Inspired Geared Pies,2nd,Jousting Knights Marchpane,Safe,7
62,Benjamina,Mexican Adventure,4th,Tudor Garden,Eliminated,7
62,Candice,Cheesy Cheeky Fish Pies,1st,Peacock,Star Baker,7
62,Jane,Tudor Rose Pies,5th,Swans,Safe,7
62,Selasi,Bouquet of Flowers,3rd,Fruity Tudor Marchpane,Safe,7
63,Andrew,Cheesy Elephant EarsHerby Treble Clefs,2nd,Philharmonic Fondants,Star Baker,7
63,Candice,"Red Onion, Cambozola and Walnut PalmiersMushroom, Streaky Bacon, and Parmesan Palmiers",3rd,Chocolate Praline Fondant FanciesCherry Bakewell Fondant Fancies,Safe,7
63,Jane,"Pesto and Sundried Tomato PalmiersGoats Cheese, Olive and Parma Ham Palmiers",1st,Pistachio and Raspberry Fondant FanciesLemon Curd Surprise Fondant Fancies,Safe,7
63,Selasi,"Sundried Tomato, Onion, Peppers and Parmesan PalmiersSalmon, Spinach and Mushroom Palmiers",4th,Lime and Ginger Fondant FanciesPink Velvet and Raspberry Prosecco Fondant Fancies,Eliminated,7
64,Andrew,Crunchy Caramel Cassis Crown,1st,Family and Friends' Favourites Picnic,Runner-up,7
64,Candice,Queen Victoria's Mango and Strawberry Crown,2nd,Picnic for Pearly Kings and Queens,Winner,7
64,Jane,"Red, White and Blue Meringue Crown",3rd,Family Favourites Feast,Runner-up,7
65,Chris,Tropical Fresh Fruit Cake,12th,'Raised Pork Pie and Egg Surprise' Cake,Safe,8
65,Flo,Citrus Layer Cake,9th,'One in a Melon' Cake,Safe,8
65,James,"Orange, Rhubarb & Ginger Crumble Cake",2nd,'Mock-accino and Croissant' Cake,Safe,8
65,Julia,Courgette and Lemon Cake,3rd,'Russian Doll' Cake,Safe,8
65,Kate,Moroccan Strawberry and Rose Cake,1st,'Chocolate Terrarium' Cake,Safe,8
65,Liam,Apple and Almond Crumble Maple Loaf,8th,'Stackin' Sunday' Cake,Safe,8
65,Peter,Coconut Cake,10th,'Bread on a Breadboard' Cake,Eliminated,8
65,Sophie,Pineapple and Coconut Sandwich Cake,5th,'Champagne Bottle and Bucket' Cake,Safe,8
65,Stacey,Granny Smith Apple and Walnut Cake,11th,'Black Evening Clutch Bag' Cake,Safe,8
65,Steven,Bonfire Night Cake,6th,'A Baker's Lunch' Cake,Star Baker,8
65,Tom,Gilded Pear and Cardamom Cake,7th,'Stack of Books' Cake,Safe,8
65,Yan,Windfall Apple Crumble Cake,4th,'Banana-ramen' Cake,Safe,8
66,Chris,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,11th,'The Great British Sail Off' Game,Eliminated,8
66,Flo,Gin Jam Butties,10th,'Pick My Bones' Game,Safe,8
66,James,Rhubarb and Custard Whirls,3rd,'Coppit' Game,Safe,8
66,Julia,Middle Eastern Delight Sandwich Biscuits,4th,'A British Baking' Game,Safe,8
66,Kate,Coconut Seashells for a Titanic Afternoon Tea,8th,'Jungle' Game,Safe,8
66,Liam,Coffee Malted Pecan Shorties,7th,'Classroom Classics' Game,Safe,8
66,Sophie,Lemon Limoncino Sandwich Biscuits,2nd,'Snakes and Ladders' Game,Safe,8
66,Stacey,Sparkly Chocolate and Marshmallow Fluff Cookies,9th,'Get to School' Game,Safe,8
66,Steven,Amarpressi Biscuits,6th,'Check Bake' Game,Star Baker,8
66,Tom,Coffee and Amaretto Kisses,5th,'Drain Pipes and Ladders' Game,Safe,8
66,Yan,'Mrs. Marian's PB 'n' B' Biscuits,1st,'Adventures in Bakeland' Game,Safe,8
67,Flo,Cinnamon and Orange Teacakes,7th,'Davy Jones' Locker' Bread Sculpture,Eliminated,8
67,James,Nordic Teacakes,9th,'Owl in the Woods' Bread Sculpture,Safe,8
67,Julia,Earl Grey Dried Fruit Teacakes,2nd,'The Snail Under a Mushroom' Bread Sculpture,Star Baker,8
67,Kate,Blueberry Buns,10th,'Kraken' Bread Sculpture,Safe,8
67,Liam,Jamaican Spiced Teacakes,5th,'Kneadapolitan' Bread Sculpture,Safe,8
67,Sophie,Tagine Teacakes,6th,'Picnic Basket' Bread Sculpture,Safe,8
67,Stacey,Cranberry and Cinnamon Teacakes,1st,'Ascot Hat' Bread Sculpture,Safe,8
67,Steven,Madras Cocktail Teacakes,3rd,'The Bag I Knead' Bread Sculpture,Safe,8
67,Tom,Orange and Cranberry Teacakes,4th,'Pink & Yellow Rose Centrepiece' Bread Sculpture,Safe,8
67,Yan,'Mrs P's' Masala Chai Spiced Teacakes,8th,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,Safe,8
68,James,'Windy City' Millionaire Shortbreads,2nd,Nutty Caramel Cake,Safe,8
68,Julia,Pecan Salted Caramel Millionaire Shortbreads,9th,Poppy Seed Caramel Cake,Safe,8
68,Kate,Salted Bay Caramel Millionaire Shortbreads,6th,Sticky Toffee Apple Caramel Cake,Star Baker,8
68,Liam,Salted Peanut Butter Millionaire Shortbreads,3rd,White Layered Ginger Caramel Cake,Safe,8
68,Sophie,Jaffa Millionaire Shortbreads,4th,Bird's Nest Caramel Cake,Safe,8
68,Stacey,Rum Salted Caramel Millionaire Shortbreads,1st,Chocolate and Coffee Caramel Cake,Safe,8
68,Steven,Orange Macadamia Nut Millionaire Shortbreads,7th,Caramel Crown Cake,Safe,8
68,Tom,Stem Ginger Caramel Shortbreads,5th,Hummingbird Cake,Eliminated,8
68,Yan,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,8th,Animals of the Rainforest Caramel Cake,Safe,8
69,James,Orange and Ginger Steamed School Pudding,7th,'The Missed Silver Jubilee' Trifle Terrine,Eliminated,8
69,Julia,Orange & Treacle Steamed School Pudding,3rd,'Opulent Ornament' Trifle Terrine,Safe,8
69,Kate,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,8th,'My Great Great Nan's' Raspberry Trifle Terrine,Safe,8
69,Liam,Cherries & Lemons that are 'Baked Well',2nd,'Cheers Lads' Trifle Terrine,Safe,8
69,Sophie,"Ginger, Fig and Honey Steamed School Pudding",1st,"Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",Star Baker,8
69,Stacey,Bakewell Tart Steamed School Pudding,4th,Tropical Trifle Terrine,Safe,8
69,Steven,Lemon & Blackcurrant Drizzle Steamed School Pudding,5th,'From Across the Jelly Pond' Trifle Terrine,Safe,8
69,Yan,Mango Fruit Hat Steamed School Pudding,6th,'Heart of a Hero' Trifle Terrine,Safe,8
70,Julia,'Pies from the Tree' Decorative Pies,7th,'Special Occasion' Pie,Eliminated,8
70,Kate,'Vegetarian Pie Faces' Decorative Pies,5th,Potato Curry Pie with Mango & Chilli Glaze,Safe,8
70,Liam,'Standard FC' Decorative Pies,4th,'Nan's Sunday Dinner' Pie,Star Baker,8
70,Sophie,'The Four Seasons' Decorative Pies,2nd,Game Pie with Glazed Forest Fruits,Safe,8
70,Stacey,'Love Theme' Decorative Pies,6th,Indian Hand Raised Pie with Mango,Safe,8
70,Steven,'Fleetwood Mac' Decorative Pies,3rd,Christmas Pie,Safe,8
70,Yan,'πr2' Decorative Pies,1st,Chequerboard Pie,Safe,8
71,Kate,'Happy Hour' Cocktail Cannoli,6th,'Flavour Fusion' Sfogliatelle,Safe,8
71,Liam,'Just Doing Me' Cannoli,2nd,'Morning Delivery' Sfogliatelle,Safe,8
71,Sophie,'Classics with a Twist' Cannoli,3rd,'Classics' Sfogliatelle,Safe,8
71,Stacey,My All Time Favourite Desserts,4th,Pastry Surprise,Safe,8
71,Steven,Italian Style Cannoli,1st,'Sicilian-style' Sfogliatelle,Star Baker,8
71,Yan,Cannoli Cocktails,5th,Canadian Style Sfogliatelle,Eliminated,8
72,Kate,Burrito  Bedfordshire Clangers,2nd,'Liver Building Turret' Savoy Cake,Safe,8
72,Liam,'Take Out' Bedfordshire Clangers,5th,'Fort Wizardore' Savoy Cake,Eliminated,8
72,Sophie,Char Siu & Banana Praline Bedfordshire Clangers,4th,Citrus with Green Apple Croquembouche Savoy Cake,Safe,8
72,Stacey,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,3rd,'Bright' Lemon & Orange Savoy Cake,Star Baker,8
72,Steven,'Mediterranean Medley' Bedfordshire Clangers,1st,Chestnut Rum Savoy Cake,Safe,8
73,Kate,Bellini and Valencian Orange Choux Buns,4th,'Rainbow' Meringue Centrepiece,Safe,8
73,Sophie,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,1st,'Tutu with Opera Filling' Meringue Centrepiece,Star Baker,8
73,Stacey,'Choux-nicorn and Choux-moji' Choux Buns,2nd,'Flamingos in Love' Meringue Centrepiece,Eliminated,8
73,Steven,Key Lime Cheesecake and Bakewell Tart Choux Buns,3rd,'Some Air Over the Rainbow' Meringue Centrepiece,Safe,8
74,Kate,"Roman Spelt, Coconut Kala Chana & Flower Breads",3rd,"White Chocolate, Yuzu and Lychee Entremet",Runner-up,8
74,Sophie,"Spelt Boules, Mushroom Ciabatta & Orange Plaited Brioche",2nd,'Ode to the Honey Bee' Entremet,Winner,8
74,Steven,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",1st,'Yin Yang' Entremet,Runner-up,8
75,Antony,Turmeric and Caraway Goosnargh Cakes,12th,"""Kilimanjaro Selfie""",Safe,9
75,Briony,Apple Cider Empire Biscuits,2nd,"""Bristol Biscuit Selfie""",Safe,9
75,Dan,Lemon and Strawberry Shrewsburys,4th,"""New Dad in Palm Springs""",Safe,9
75,Imelda,Cherry and White Chocolate Oatmeal Biscuits,11th,"""Seaside Selfie""",Eliminated,9
75,Jon,Aberffraw 'Creams',5th,"""A Sailing Selfie by the Sea""",Safe,9
75,Karen,Yorkshire Perkins,6th,"Rosewater and Cardamom ""Holiday Selfie""",Safe,9
75,Kim-Joy,Orange Blossom York Biscuits,10th,"""Me at Miyajima Shrine""",Safe,9
75,Luke,Yorkshire Gingernuts,8th,"""What Happens In Vegas...!""",Safe,9
75,Manon,Hazelnut Cornish Shortbread,3rd,Matcha and White Chocolate Ganache Japanese Selfie,Star Baker,9
75,Rahul,Fennel and Coconut Pitcaithly Bannock,7th,"""First Spring in the UK""",Safe,9
75,Ruby,Masala Chai Devon Flats,1st,"""Gingerbread Marathon Selfie""",Safe,9
75,Terry,Lake District Ginger Shortbread,9th,"""Brandy Snap Selfie""",Safe,9
76,Antony,Cardamom and Coconut Burfi Traybake,9th,"Pistachio, Saffron and Rose Cake",Safe,9
76,Briony,Turron and Orange Traybake,5th,Chocolate Fudge and Salted Caramel Creation,Safe,9
76,Dan,Black Forest Slice,3rd,Dark Chocolate and Raspberry Birthday Cake,Safe,9
76,Jon,Lemon Meringue Traybake,1st,Hawaiian Shirt Pina Colada Cake,Safe,9
76,Karen,Almond and Marzipan Traybake with Rhubarb Jam,11th,Strawberry Fayre Chocolate Cake,Safe,9
76,Kim-Joy,Pandan Chiffon Cake with Palm Sugar Cream,4th,Yuzu and Raspberry Genoise Cat Cake,Safe,9
76,Luke,Lemon and Poppy Seed Traybake,7th,Raspberry and White Chocolate Collar Cake,Eliminated,9
76,Manon,Rosemary and Honey Traybake,6th,Almond Princess Cake,Safe,9
76,Rahul,Lemon and Cardamom Traybake,2nd,Chocolate Orange Layer Cake[a],Star Baker,9
76,Ruby,Boozy Black Forest Traybake,10th,"Chocolate Orange ""Jackson Pollock"" Collar Cake",Safe,9
76,Terry,Rum and Raisin Traybake,8th,Champagne and Strawberries Eiffel Tower Collar Cake,Safe,9
77,Antony,Decadent Breakfast Chelsea Buns,8th,Chocolate and Orange Adventure Korovai,Eliminated,9
77,Briony,Balsamic Strawberry Chelsea Buns,9th,Happily Ever After Korovai,Safe,9
77,Dan,Sticky Spiced Orange Chelsea Buns,6th,Wedding Korovai,Safe,9
77,Jon,Cardiff City vs Chelsea Buns,2nd,Korovai Dydd Dewi Sant,Safe,9
77,Karen,Peak District Christmas Chelsea Buns,5th,French Breakfast Wedding Korovai,Safe,9
77,Kim-Joy,Pistachio and Cardamom Tangzhong Chelsea Buns,10th,"Orange, Cinnamon and Cranberry 'Kit-ovai'",Safe,9
77,Manon,"Apricot, Cranberry and Marzipan Chai Chelsea Buns",3rd,Fabergé Inspired Traditional Korovai,Safe,9
77,Rahul,Mango and Cranberry Chelsea Buns,4th,Garden Wedding Korovai,Star Baker,9
77,Ruby,"Gujarela Chelsea Buns with Dates, Almonds and Raisins",7th,Mama and Papa's Belated Wedding Korovai,Safe,9
77,Terry,Tangy Citrus Sticky Chelsea Buns,1st,Garden Korovai,Safe,9
78,Briony,Treacle Tart Roulade,5th,Blood Orange & Amaretto Sticky Toffee Sphere,Safe,9
78,Dan,Florida Roulade,1st,Dan and the Giant Peach,Star Baker,9
78,Jon,Mango and Passion Fruit Roulade,3rd,Lucy and Hannah's Ballet Cake,Safe,9
78,Karen,Coffee Cream and Praline Roulade,7th,Chateau Du Chambord Framboise,Safe,9
78,Kim-Joy,'Sweet Dreams' Roulade,6th,Melting Chocolate Galaxy,Safe,9
78,Manon,Amarene and Kirsch Cherry Roulade,8th,White Chocolate Renaissance Surprise,Safe,9
78,Rahul,Rhubarb and Custard Roulade,4th,Opera Cake with Kalash Inspired Dome,Safe,9
78,Ruby,Pina Colada Roulade,2nd,Chocolate Egg,Safe,9
78,Terry,Did not compete,Did not compete,Did not compete,Safe,9
79,Briony,Honey and Apricot Ginger Cake,6th,Turmeric Latte Chandelier,Safe,9
79,Dan,Ginger and Lemon Drip Cake,2nd,Birthday Kaleidoscope for Constance,Safe,9
79,Jon,Family Christmas Ginger Cake,7th,Birthday Chandelier for Emily's 21st,Safe,9
79,Karen,Bonfire Night Ginger Cake,9th,Pontefract Girls' School Reunion,Eliminated,9
79,Kim-Joy,Stem Ginger Cake with Poached Pears,4th,Christmas Spiced Ice Chandelier,Star Baker,9
79,Manon,Italian Meringue Ginger Cake,5th,Art Deco Spiced Biscuit Chandelier,Safe,9
79,Rahul,Bonfire Night Caramel Ginger Cake,3rd,Durga Puja Cardamom Chandelier,Safe,9
79,Ruby,Jamaican Me Crazy Ginger Cake,1st,Peacock Chandelier,Safe,9
79,Terry,Caramelised Pear and Stem Ginger Cake,8th,12 Days of Christmas Chandelier,Eliminated,9
80,Briony,Home Comforts,1st,"""Down the Rabbit Hole"" Banquet Pie",Star Baker,9
80,Dan,Festive Samosas,6th,Salmon Coulibiac,Eliminated,9
80,Jon,"A Romantic Dinner For Two, Samosa Style",2nd,Welsh Dragon Pie,Safe,9
80,Kim-Joy,Flavours of India,5th,Silke the Vegetarian Mermaid,Safe,9
80,Manon,Samosas for Mum,4th,"""What Has Poppy Eaten?""",Safe,9
80,Rahul,Paneer Singara and Misti Singara,3rd,Butterfly Pie,Safe,9
80,Ruby,Traditional Samosas,7th,Kohinoor Crown,Safe,9
81,Briony,French Onion TartletsCeleriac & Apple Tartlets,5th,Hazelnut Mocha Cake,Safe,9
81,Jon,Garlic Mushroom TartletsFalafel & Hummus Tartlets,4th,Only Fools Eat Horses Cake,Eliminated,9
81,Kim-Joy,Broccoli & Tomato QuichesMascarpone Squirrel Tartlets,6th,Lavender & Lemon Fox Cake,Star Baker,9
81,Manon,Summer & Winter Tartlets,2nd,Spiced Apple Cake,Safe,9
81,Rahul,Coriander Posto & Veg TartletsGhugni Chaat Tartlets,1st,Chocolate & Coconut Layer Cake with Raspberry Jam,Safe,9
81,Ruby,Sage & Butternut Tartlets'Cheesy Greens' Tartlets,3rd,"Chocolate, Lemon & Coconut Cake",Safe,9
82,Briony,Spanish & West Country Smørrebrød,1st,Nana Pat Kagekone,Safe,9
82,Kim-Joy,Bumblebee Eggs & Fish Smørrebrød,2nd,Off to the Opera Kagekone,Safe,9
82,Manon,Cheese and Fruit Smørrebrød,4th,Birthday Girl Kagekone,Eliminated,9
82,Rahul,Smoked Salmon & Roasted Vegetable Smørrebrød,5th,Indian King Kagemand,Safe,9
82,Ruby,Post-Gym Smørrebrød,3rd,Sister Kagekone,Star Baker,9
83,Briony,Mojito MadeleinesEspresso Martini Madeleines,3rd,British Tea to French Pâtisserie Window,Eliminated,9
83,Kim-Joy,Ginger and Lemon MadeleinesOrange Bunny Madeleines,2nd,Flavourite Flavours Window Display,Safe,9
83,Rahul,Lemon and Raspberry MadeleinesOrange Curd Madeleines,4th,Classic Tribute to Pâtisserie Window,Safe,9
83,Ruby,Pick Your Own Madeleines,1st,Parisian Un Bouquet de Fleurs Window Display,Star Baker,9
84,Kim-Joy,Amaretto Diplomat Filled DoughnutsLemon Ring Doughnuts,1st,Lost City of Atlantis Dessert Landscape,Runner-up,9
84,Rahul,Mango Créme Pâtissière Filled DoughnutsSpiced Orange Ring Doughnuts,2nd,Edible Rock Garden,Winner,9
84,Ruby,Dulce De Leche Filled DoughnutsRaspberry and Cardamom Ring Doughnuts,3rd,Magical Edible Landscape,Runner-up,9
85,Alice,Gingerbread Fruit Cake Wreath,5th,Like a Child in a Sweetshop Cake,Safe,10
85,Amelia,Christmas Cake,4th,Carousel Birthday Cake,Safe,10
85,David,Squishy Squashy Fruit Cake,10th,Snakey Birthday Cakey,Safe,10
85,Dan,Jamaican Rum Cake,9th,Pirate Island Cake,Eliminated,10
85,Helena,Fruit Bat Cake,12th,Away with the Fairies Cake,Safe,10
85,Henry,Wood Street Cake,1st,Secret Woodland Cake,Safe,10
85,Jamie,Easter Simnel Cake,13th,Salted Caramel Schnauzer Birthday Cake,Safe,10
85,Michael,Cup of Chai Cake,11th,Treasure Chest Cake,Safe,10
85,Michelle,Bara Brith Teulu Ni (Our Family's Bara Brith),6th,Tŷ Tylwyth Teg (Fairy House Cake),Star Baker,10
85,Phil,Spiced Fruit Cake with Rum Glaze,8th,Retro Rocket Cake,Safe,10
85,Priya,Sunshine Fruit Cake,7th,Once Upon a Time Cake,Safe,10
85,Rosie,Spicy Chai Loaf,2nd,Magical Jungle Cake,Safe,10
85,Steph,Great Grandma's Fruit Cake,3rd,A Sundae on the Beach Cake,Safe,10
86,Alice,Honeycomb Peanut Mallow Bars,1st,Chocolate and Coconut New Zealand Lamb,Star Baker,10
86,Amelia,"Pistachio, Almond & Raisin Nougat Biscuit Bars",9th,Swimming with Dolphins,Safe,10
86,David,Coco-nutty Chocolate Bars,2nd,Wedding Spray,Safe,10
86,Helena,Wicked Witch Fingers,12th,Caught in a Spider's Web,Safe,10
86,Henry,"Coffee, Cardamom & Hazelnut Bars",6th,Chapel Organ,Safe,10
86,Jamie,Cherry Caramel Shortbread Biscuit Bars,11th,Biscuit Guitar,Eliminated,10
86,Michael,Lemon & Rosemary Biscuit Bars,4th,Hamish the Highland Cow,Safe,10
86,Michelle,Bakewell Bars,8th,Dewi y Ddraig Cymraeg – Dewi the Welsh Dragon,Safe,10
86,Phil,"Orange, Cranberry & White Chocolate Fudge Bars",3rd,Tina the Tortoise,Safe,10
86,Priya,Ruby Barfi Biscuit Bars,7th,The Beast of Rocky Mountain,Safe,10
86,Rosie,Virgin Mojito Biscuit Bars,5th,My Favourite Chicken – A Celebration of Legs,Safe,10
86,Steph,"Chocolate, Caramel Macchiato Biscuit Bars",10th,Ginger the Cat,Safe,10
87,Alice,Baklava Tear & Share,7th,Global Bread,Safe,10
87,Amelia,Chorizo Brunch Tear & Share,11th,Caterpillar Transformation,Eliminated,10
87,David,Cinnamon Swirl Tear & Share,2nd,Trio of African Masks,Safe,10
87,Helena,Frosted Cinnamon and Pecan Tear & Share,8th,Every Bread is Halloween,Safe,10
87,Henry,Chicken and Pesto Tear & Share,1st,Herb Garden,Safe,10
87,Michael,Keralan Star Bread Tear & Share,6th,Mediterranean Camp Fire,Star Baker,10
87,Michelle,Noson Caws (Cheese Night),5th,Gardd Ni (Our Garden),Safe,10
87,Phil,Pancetta and Cheese Focaccia Tear & Share,10th,Winner's Wreath,Safe,10
87,Priya,Smokey Jalapeño Tear & Share,4th,Bird Boules,Safe,10
87,Rosie,Chilli and Manchego Tear & Share,9th,Bread Safari,Safe,10
87,Steph,Sun-Dried Tomato and Pesto Star Tear & Share,3rd,Hand-Tied Bouquet of Flowers,Safe,10
88,Alice,Leafy Yoghurt Cake,8th,Afternoon Tea,Safe,10
88,David,A Kick of Limoncello Cake,2nd,Flavours of India Mishti,Safe,10
88,Helena,Ghost Cake,9th,Ye Olde English Sweet Shoppe Mishti,Safe,10
88,Henry,Ode to a German Breakfast Cake,3rd,Seaside Mishti,Safe,10
88,Michael,Cheesecake Surprise,7th,Flag of India Mishti,Safe,10
88,Michelle,Homely Rhubarb Cake,5th,Home Comforts Mishti,Safe,10
88,Phil,Trucking Lovely Rose Cake,6th,A Corner of My Garden Mishti,Eliminated,10
88,Priya,Choc-chip Banana Cake,10th,Flavours of My Childhood Mishti,Safe,10
88,Rosie,A Good Dose of Limoncello Cake,4th,Cocktails & Canapés Mishti,Safe,10
88,Steph,Answer to Everything Cake,1st,Pink and Pretty Mishti,Star Baker,10
89,Alice,Chocolate & Orange Custard Pies,6th,Piña Colada Cake,Safe,10
89,David,Fancy Custards,9th,Amaretto Sour Cake,Safe,10
89,Helena,Lemon and Lavender Pies,1st,Vampire's Kiss Raspberry Vodka Cake,Eliminated,10
89,Henry,1920's Pies,3rd,White Russian Cake,Safe,10
89,Michael,"Mango, Lime & Ginger Pies",8th,Brambling Cake,Safe,10
89,Michelle,Blueberry & White Chocolate Crème Brûlée Pies,7th,My Little Sister the Dancing Queen's Piña Colada Cake,Eliminated,10
89,Priya,Lemon & Raspberry Ripple Pies,2nd,Meena Colada Cake,Safe,10
89,Rosie,Little Blackberry Pies,5th,White Russian Cake,Safe,10
89,Steph,Zesty Citrus Custard Pies,4th,Sour Lime Piña Colada Cake,Star Baker,10
90,Alice,Black Forest Meringue,1st,Tiramisu Bombe,Safe,10
90,David,Spiced Meringue Surprise,2nd,Delightful Bombe,Safe,10
90,Henry,Towering Meringue Cake,4th,Bonfire Bombe,Safe,10
90,Michael,Dark Chocolate Meringue Cake,6th,Black Forest Bombe,Safe,10
90,Priya,Family Favourite,7th,Summer Fruit Bombe,Eliminated,10
90,Rosie,Layers of Lime and Raspberry,5th,Ruby Bombe,Safe,10
90,Steph,Eton Mess,3rd,Mirror Bombe,Star Baker,10
91,Alice,"Lemon, Blueberry & Almond Hot Cross Buns",6th,"Chocolate, Orange and Salted Caramel Kaleidoscope Sarawak Style Layered Cake",Safe,10
91,David,Kozunak Plaits,2nd,Sarawak Style Layer Cake Sculpture,Safe,10
91,Henry,Chocolate Kardemummabullar,3rd,Elegant Present Box,Star Baker,10
91,Michael,Figgy Pudding Hot Cross Buns,5th,Jamaican Mule Sarawak Style Layer Cake,Eliminated,10
91,Rosie,Mardi Gras Finnish Semlor Peacock Festival Buns,1st,Rainbow Sarawak Style Layer Cake,Safe,10
91,Steph,Zest and Spice Hot Cross Buns,4th,Orange and Chai Spiced Revitalise Cake,Safe,10
92,Alice,"Leek, Apple & Goat's Cheese Tarte Tatin",3rd,Apple Tree House Pie,Safe,10
92,David,Caramelly Carroty Tarte Tatin,1st,Whitby Fish Pie,Safe,10
92,Henry,"Crab, Tomato & New Potato Tarte Tatin",5th,Chandelier Picnic Pie,Eliminated,10
92,Rosie,"Shallot, Aubergine & Goat's Cheese Spiced Tarte Tatin",2nd,Rapunzel's Tower,Safe,10
92,Steph,Caramelised Onion & Goat's Cheese Tarte Tatin,4th,Curried Chickpea & Potato Carousel Pie,Star Baker,10
93,Alice,"Mocha, Hazelnut & Orange Domed Tarts",4th,Save Our Oceans,Star Baker,10
93,David,Aperitif Domed Tarts,2nd,Greenhouse Growing Moss,Safe,10
93,Rosie,"Lemon, Raspberry & Mint Domed Tarts",1st,Time with Family,Eliminated,10
93,Steph,"Raspberry, Lemon & White Chocolate Domed Tarts",3rd,A Night at the Opera,Safe,10
94,Alice,"Chocolate, Pear, Ginger and Maple Cake",2nd,End of the School Year Celebration Picnic,Runner-up,10
94,David,"Chocolate, Armagnac and Prune Cake",1st,Peachy Pic-Nik,Winner,10
94,Steph,Black Forest Chocolate Cake,3rd,Picnic in the Park,Runner-up,10
95,Dave,Chocolate Espresso Martini Battenberg,9th,'Three Flavours of Tom DeLonge',Safe,11
95,Hermine,Chocolate & Orange Battenberg,5th,'Ode to Lupita',Safe,11
95,Laura,'Celebration of Summer' Battenberg,6th,Lemon & Elderflower Freddie,Safe,11
95,Linda,Ambulance Battenberg,12th,Lemon & Orange Bob Marley,Safe,11
95,Loriea,'Hot Summer's Day Treats' Battenberg,10th,'Flavours of Jamaica' A Tribute to Miss Lou,Eliminated,11
95,Lottie,Rhubarb and Custard Battenberg,4th,Coconut & Lime Louis Theroux,Safe,11
95,Mak,East India Battenberg,8th,Tribute to Bill Bryson,Safe,11
95,Marc,Bittersweet Battenberg,11th,Chocolate & Vanilla Ziggy,Safe,11
95,Mark,Turkish Bazaar Inspired Battenberg,7th,'Origin-ger of the Species' by Charles Darwin,Safe,11
95,Peter,Gluten-Free Chocolate & Orange Battenberg,2nd,'In Honour of Sir Chris',Star Baker,11
95,Rowan,'The Magic Flute' Battenberg,3rd,'Let Them Eat Cake' A Tribute To Marie Antoinette,Safe,11
95,Sura,Lemon and Orange Battenberg,1st,'Ode to Attenborough',Safe,11
96,Dave,Feathered Chocolate Mango Florentines,1st,'Waiting for Tacos',Star Baker,11
96,Hermine,Mango and Coconut Florentines,5th,Sakura Tea Set,Safe,11
96,Laura,Salted Caramel Florentines,7th,Celebration Afternoon Tea,Safe,11
96,Linda,Flower Topped Florentines,4th,'High Tea in Amsterdam',Safe,11
96,Lottie,Quarantine Florentines,8th,Viking Victuals,Safe,11
96,Mak,Mango and Cumin Florentines,3rd,Indian Chai Service,Eliminated,11
96,Marc,"Ginger, Cherry and Pistachio Florentines",9th,Morning Coffee 'n' Toast,Safe,11
96,Mark,Mango Lassi Florentines,2nd,Ethiopian Coffee Ceremony,Safe,11
96,Peter,Sticky Toffee Florentines,10th,Biscuit Burns Supper,Safe,11
96,Rowan,Waistcoat Florentines,11th,'Worse Things Happen At Sea',Safe,11
96,Sura,Sohan Florentines,6th,Speculaas Ramadan Tea Time,Safe,11
97,Dave,Chilli Chocolate & Cheesy Bacon Soda Breads,9th,'Grateful For My Home and Little Family',Safe,11
