episode_count,baker,signature,technical,showstopper,result,series
97,Hermine,My Favourite Flavours Soda Bread,7th,A Journey Back to France,Safe,11
97,Laura,Nana Peg's Nicely Spiced & Cherrylicious Soda Breads,6th,Showstopping Musical Theatre Inspired Showstopper,Safe,11
97,Linda,Bara Cyflym Quick Bread,1st,'Fruits of our Labour' Black Olive Bread & Tiger Bread,Safe,11
97,Lottie,Blueberry Breakfast & Summertime Soda Breads,5th,My House In Bread,Safe,11
97,Marc,Cornish Soda Breads,2nd,The Dharma Wheel Bread Sheaf,Star Baker,11
97,Mark,Sausage & Stout Sodas,3rd,Orchard County Bread with Sweet Apple and Savoury Wild Garlic,Safe,11
97,Peter,Black Pudding & Ginger Beer Soda Breads,4th,Edinburgh Cityscape Bread Plaque,Safe,11
97,Rowan,Flavours of Italy,10th,Worcestershire Pear Tree,Eliminated,11
97,Sura,Middle Eastern Inspired Soda Breads,8th,Mama's Tomato Vine Harvest Loaf,Safe,11
98,Dave,Honeycomb Explosion Brownies,8th,Strawberry Splash White Chocolate Fraisier Cake,Safe,11
98,Hermine,"Raspberry, White Chocolate & Pistachio Brownies",5th,Lemon & White Chocolate Cake,Safe,11
98,Laura,Salted Caramel Brownie S'mores,2nd,Chocolate Heaven Cake,Safe,11
98,Linda,'Treats of Christmas Past',1st,English Rose Cake,Safe,11
98,Lottie,'Have Your Cake and Eat It' Brownies,9th,Nana and Papa's Sapphire Anniversary Cake,Safe,11
98,Marc,Praline Brownies,6th,White Chocolate & Raspberry Buttercream Celebration Cake,Safe,11
98,Mark,'Gimmie S'more' Brownies,3rd,'A Baking Show Birthday',Star Baker,11
98,Peter,Upside Down Brownies,4th,Graduation Cake,Safe,11
98,Sura,Double Chocolate Marshmallow Brownies,7th,Strawberry & White Chocolate Celebration Cake,Eliminated,11
99,Dave,Thai Basil Chicken Pasties,5th,"Chocolate, Mango and Lime Tart",Safe,11
99,Hermine,Moroccan Tagine Pasties,2nd,Lime Confit & Lemon Meringue Tart,Safe,11
99,Laura,Proper Tasty Pasties,6th,Kent Garden Tart,Star Baker,11
99,Linda,Spicy Indian Pasties,8th,Gypsy Tart,Eliminated,11
99,Lottie,Toad-In-The-Hole-Less Pasties,4th,Apple Tree Tart,Safe,11
99,Marc,Cornish Fish Pasties,7th,Posh Apple & Blackberry Pie,Safe,11
99,Mark,Aloo Gobi & Paneer Pasties,3rd,Mes-SAGE in a Bottle,Safe,11
99,Peter,Kedgeree Pasties,1st,Blackberry & Lemon Tart,Safe,11
100,Dave,Chicken Shaped Katsu Curry Buns,3rd,Matcha Shiba Inu Cake,Safe,11
100,Hermine,Chicken Nikuman Panda Buns,4th,Strawberry Cherry Blossom Cake,Safe,11
100,Laura,Piggy Pork Belly Buns,7th,Upside Down Pineapple Cake,Safe,11
100,Lottie,Cheeseburger Steamed Buns,2nd,'Into the Japanese Woods',Star Baker,11
100,Marc,'Hmmmm Dhal' Steamed Buns,6th,Hamish the Dog Cake,Safe,11
100,Mark,Burger Buns,5th,'Avo Baby',Eliminated,11
100,Peter,Lamb Steamed Buns,1st,Dizzy the Shuttlecock,Safe,11
101,Dave,Novel Quiches,6th,'Tiramisu',Safe,11
101,Hermine,Classic Quiches,1st,Holiday Ice Cream Cake,Star Baker,11
101,Laura,Pea & Pizza Quiches,4th,'Death by Chocolate',Safe,11
101,Lottie,English Breakfast & Summer Salad Quiches,5th,'80's Mix Tape',Eliminated,11
101,Marc,Cornish Quiches,3rd,Retro Ice Cream Parlour,Safe,11
101,Peter,Thai Curry and Salmon Quiches,2nd,'Christmas Cake Surprise',Safe,11
102,Dave,'Celebration of Citrus' Cheesecakes,5th,Newquay Beach Scene,Safe,11
102,Hermine,Passion Fruit Cheesecakes,3rd,Chocolate and Raspberry Mousse Jelly Cake,Star Baker,11
102,Laura,Passion Fruit Cheesecakes,1st,'Flower Power' Koi Jelly Art Cake,Safe,11
102,Marc,New York Style Vanilla and Mascarpone Cheesecakes,2nd,Apple Jelly with Chocolate and Strawberry Mousse,Eliminated,11
102,Peter,Lime & Ginger Cheesecakes,4th,Snow Globe Jelly Cake,Safe,11
103,Dave,"Honey Tequila, Mango & Passion Fruit Savarins",3rd,Celebration of Chocolate Cube Cake,Safe,11
103,Hermine,Crème et Abricot Baba au Rhum,2nd,'The Best of Hermine' Cube Cake,Eliminated,11
103,Laura,"Poached Pineapple, Kiwi & Passion Fruit Rum Babas",4th,Black Forest Cube Cake,Safe,11
103,Peter,Strawberry & Elderflower Babas,1st,"Chocolate, Raspberry & Pistachio Cube Cake",Star Baker,11
104,Dave,Caramel Latte Custard Slice,1st,Tower to Redemption,Runner-up,11
104,Laura,Yuzu Custard Slice,3rd,Rainbow Dessert Tower,Runner-up,11
104,Peter,Cranachan Custard Slice,2nd,Bonkers Baking Show Bubble Cake,Winner[a],11
105,Amanda,'Cherry Soldier' Mini Rolls,12th,Elderflower & Lemon Surf Explosion,Safe,12
105,Chigs,Strawberries & Cream Mini Rolls,11th,'Where it all Began',Safe,12
105,Crystelle,'Chai and Chai Again' Mini Rolls,8th,'Bouq-cake' of Flowers,Safe,12
105,Freya,Vegan Lemon & Raspberry Mini Rolls,2nd,'Flower Potty',Safe,12
105,George,Chocolate & Hazelnut Mini Rolls,3rd,Greek Table,Safe,12
105,Giuseppe,Easter Mini Rolls,10th,'Jack and The Beanstalk',Safe,12
105,Jairzeno,Lime & Passion Fruit Mini Rolls,9th,'Kick the Can' Cake,Safe,12
105,Jürgen,Schwarzwald Mini Rolls,6th,'Night Time Reading',Star Baker,12
105,Lizzie,Zoo Mini Rolls,4th,Nana's Peaches & Cream,Safe,12
105,Maggie,'Knit & Natter' Mini Rolls,1st,Ice-cream Cornet,Safe,12
105,Rochica,Colin Rolls,7th,Apple Cake,Safe,12
105,Tom,Black Forest Mini Rolls,5th,Classically Spectacular Showstopper,Eliminated,12
106,Amanda,'Open Sesame' Brandy Snaps,4th,Carousel Rocking Horse,Safe,12
106,Chigs,'Espresso Martini' Brandy Snaps,7th,Snooker Table,Safe,12
106,Crystelle,'Apple of My P-eye' Brandy Snaps,10th,Vanity Playset,Safe,12
106,Freya,'Brandy Snapuccinos',3rd,'Winnie',Safe,12
106,George,Cypriot Brandy Snaps,8th,'Paul & Prue Airlines',Safe,12
106,Giuseppe,Gianduja Snaps,2nd,Reversi Board Game,Safe,12
106,Jairzeno,"Chocolate, Passion Fruit & Pineapple Brandy Snaps",9th,Tall Ship,Eliminated,12
106,Jürgen,'A Cup of Chai' Brandy Snaps,1st,'Grandpa's Windmill',Star Baker,12
106,Lizzie,Fast-Food Apple Pie Brandy Snaps,6th,'Paint a Truck',Safe,12
106,Maggie,Blackcurrant Brandy Snaps,5th,Beach Playset,Safe,12
106,Rochica,Coffee Brandy Snaps,11th,Gingerbread Pinball Game,Safe,12
107,Amanda,'Chasing Grainbows' Focaccia,3rd,'I Just FISH We Had More Time',Safe,12
107,Chigs,Spanish Cheesy Meaty Focaccia,6th,Honey Milk Bread Picnic Basket,Safe,12
107,Crystelle,Feta & Grape Focaccia with Fennel & Walnut,9th,'Bready' for Sunday Roast,Safe,12
107,Freya,Mexican Fajita Focaccia,4th,'Under the Sea' Milk Bread Display,Safe,12
107,George,Greek Inspired Focaccia,7th,'The Very Hungry Koala',Safe,12
107,Giuseppe,'Breakfast in Gaeta' Focaccia,1st,'Your Five-a-Day',Star Baker,12
107,Jürgen,'Kipper-caccia' Focaccia,5th,'The Baby',Safe,12
107,Lizzie,'Final Furlong' Focaccia,2nd,Pig Banquet,Safe,12
107,Maggie,Classic Focaccia,8th,'Things You'd Find in a Rock Pool',Safe,12
107,Rochica,"Roast Garlic Focaccia with Tomato, Feta & Pesto",10th,Birdcage,Eliminated,12
108,Amanda,'Chocolate Pav-Love',8th,'Adam's Temptation' Imprimé Dessert,Safe,12
108,Chigs,Tropical Pavlova,3rd,Black Forest Imprimé Dessert,Star Baker,12
108,Crystelle,'Kiwi Lime Pie' Pam-lova,5th,"'Una Piña Colada, Por Favor'",Safe,12
108,Freya,Peach Melba Vegan Pavlova,6th,Chocolate & Orange Imprimé Dessert,Safe,12
108,George,Lemon Curd & Biscuit Cream Pavlova,7th,Peanut Butter & Chocolate Imprimé Dessert,Safe,12
108,Giuseppe,'Every Day at the Beach' Pavlova,4th,Red Fruit & Pistachio Imprimé Dessert,Safe,12
108,Jürgen,'Passover Pavlova',1st,'Passtyme with Good Companye',Safe,12
108,Lizzie,Easter Pavlova,2nd,Liverpool Skyline Imprimé Dessert,Safe,12
108,Maggie,Traditional Pavlova,9th,Paris Skyline Imprimé Dessert,Eliminated,12
109,Amanda,Spritzgebäck & Glühweinplätzchen,8th,Rum. Plum & Raisin Cake,Safe,12
109,Chigs,Marzipan Hausfreunde & Almond Mandelhörnchen,2nd,Lemon & Mixed Peel Cake,Safe,12
109,Crystelle,Chocolate Engelsaugen & Pistachio Heidesand,7th,Bavarian Brioche,Safe,12
109,Freya,Lebkuchen & Zimtsterne,5th,Upside-down Cake,Eliminated,12
109,George,Cherry Marzipan Biscuits & Anisseed Spingerle,6th,Chocolate & Tahini Anniversary Cake,Safe,12
109,Giuseppe,Bethmännchen & Italian Linzer Augen,1st,Amarena Cherry Cake,Star Baker,12
109,Jürgen,Tee-Sterne & Milchkaffee-Gipfele,4th,Beer Soaked Cake,Safe,12
109,Lizzie,Mandelhörnchen & Cheeky Boys,3rd,Bavarian Fairy Tale,Safe,12
110,Amanda,Sweet & Savoury Chouxnuts,5th,'Fancy Terrine Pie',Eliminated,12
110,Chigs,'Oo La La Chouxnuts',3rd,'Leicester Pork Pie',Safe,12
110,Crystelle,Mango Maracujá & Miso Caramel Chouxnuts,2nd,'Lily Nana's Pickle Cottage',Star Baker,12
110,George,Classic Chouxnuts,6th,'Christmas Dinner',Safe,12
110,Giuseppe,Bellissima Chouxnuts,4th,'Laura's Terrine Pie',Safe,12
110,Jürgen,'Exotic Flavour & 70's Colour',1st,'Lunch in Freiburg',Safe,12
110,Lizzie,Caramel & Floral Chouxnuts,7th,'Neptune Pie',Safe,12
111,Chigs,"Chocolate, Coconut & Ginger Caramel Tart",3rd,'Caramel Mistake',Safe,12
111,Crystelle,"Apple, Pecan & Miso Caramel Tart",4th,'Grandad Greg's Cactus Garden',Safe,12
111,George,Caramel Custard & Banana Tart,6th,Salted Caramel Almond & Hazelnut Dacquoise,Eliminated,12
111,Giuseppe,Apricot & Hazelnut Caramel Tart,1st,Salted Caramel & Praline Dessert,Safe,12
111,Jürgen,Triple Nut Caramel Delight,2nd,'Caramel Contrasts',Star Baker,12
111,Lizzie,'My Tart Will Go On',5th,'Roses Really Smell Like Caramel',Safe,12
112,Chigs,Mum's Tropical Delight,1st,Gluten-Free Red Velvet Cake,Star Baker,12
112,Crystelle,Tahini and Miso Coffee Ice Cream Sandwiches,5th,'My Nana's Cascading Dress' Gluten-Free Cake,Safe,12
112,Giuseppe,Ginger and Orange Ice Cream Sandwich,2nd,Gluten-Free Black Forest Cake,Safe,12
112,Jürgen,'Meet My Favourites',4th,Ultimate Gluten-Free Birthday Cake,Safe,12
112,Lizzie,Best Thing About Walks,3rd,Gluten-Free ‘Extraordinary' Cake,Eliminated,12
113,Chigs,Raspberry & Chocolate Slices,4th,'The Apple Doesn't Fall Far from the Tree',Safe,12
113,Crystelle,"Yuzu, Coconut & Black Sesame Slices",3rd,'Tropical Wedding' Entremets,Star Baker,12
113,Giuseppe,Tiramisu Slices,2nd,'Leaning Tower of Pisa',Safe,12
113,Jürgen,Murder at the Opera,1st,'Torii Gate in the Sea',Eliminated[a],12
114,Chigs,'Take Two',2nd,Party Treats,Runner-up,12
114,Crystelle,"Pistachio, Cardamom & Orange Carrot Cake",1st,Crazy Tea Party,Runner-up,12
114,Giuseppe,'Torta Camilla',3rd,'What Is the Hatter with Me',Winner[a],12
115,Abdul,'Cake-y Cacti',6th,'Summer In Pakistan',Safe,13
115,Carole,'To Bee or not to Bee',8th,'Little House In The Country',Safe,13
115,Dawn,"Lime, Coconut & Tamarind Spring Cakes",3rd,'Nan's House',Safe,13
115,James,Sticky Toffee Apple Candles,12th,'Last House On The Loch',Safe,13
115,Janusz,Pistachio & Cherry Vodka Liquor Wuzetka,7th,'Home Is Where The Flowers Grow',Star Baker,13
115,Kevin,Mini Persian Love Cakes,4th,'Ba-Na-Na That's My Hame',Safe,13
115,Maisam,Pistachio Cakes with Raspberry Buttercream,5th,'My Childhood Home',Safe,13
115,Maxy,'Mango Magic Mess',10th,'At My Mama's',Safe,13
115,Rebs,Hazelnut Mocha Latte Mini Cakes,11th,'Piña Colada Cottage',Safe,13
115,Sandro,'A Bitesize of Love',2nd,'Best Time Ever' Cake,Safe,13
115,Syabira,"Coconut, Pandan & Caramel Mousse Cake",1st,'Happiest Childhood Memory',Safe,13
115,Will,Ginger & Caramel Squares,9th,'First London Family Home',Eliminated,13
116,Abdul,'Fudgetastic Maca-Cones',11th,'Parrot-astic' Biscuits,Safe,13
116,Carole,'Just A Mouthful',4th,'Macaron Masquerade',Safe,13
116,Dawn,'Toy Shop Yarns',9th,'Baroque-Punk' Mask,Safe,13
116,James,'Raccarons',2nd,Menacing Mask,Safe,13
116,Janusz,Miniature Melons,6th,Cubist Mask,Safe,13
116,Kevin,Mint Choc Trip,8th,Mythical Mask,Safe,13
116,Maisam,Cute Carrots,7th,Venetian Mask,Eliminated,13
116,Maxy,Baby Daisies,5th,Masquerade,Star Baker,13
116,Rebs,'Wee Branstons',1st,Floral Fascinator,Safe,13
116,Sandro,'Cheat Day Treat',3rd,Carnival Costume,Safe,13
116,Syabira,Satay Macarons,10th,"'Two Face, One Soul'",Safe,13
117,Abdul,Did not compete,Did not compete,Did not compete,Safe1,13
117,Carole,'Pizza Exceptional',8th,'Something Fishy' Smörgåstårta,Safe,13
117,Dawn,Tex-Mex Pizza,6th,Chicken Souvlaki Smörgåstårta,Safe,13
117,James,"'It Does Belong!' Ham, Mushroom and Pineapple Pizza",3rd,'The Most Pandastic' Smörgåstårta,Safe,13
117,Janusz,Full English Breakfast Pizza,1st,'Fish and Chip Shop' Smörgåstårta,Star Baker,13
117,Kevin,'Now Bring Us Some Figgy Pizza',7th,'I've Started So I'll Fin-ish' Smörgåstårta,Safe,13
117,Maxy,Sweet Rosemary Lamb Pizza,2nd,'Curvy Seafood' Smörgåstårta,Safe,13
117,Rebs,Did not compete,Did not compete,Did not compete,Safe1,13
117,Sandro,Sweet & Spicy Pizza,4th,'Ultimate' Smörgåstårta,Safe,13
117,Syabira,Malaysian Prawn Sambal Pizza,5th,Nasi Lemak Smörgåstårta,Safe,13
118,Abdul,Coconut & Raspberry Besos,6th,'Day of the Dead' Tres Leches Cake,Safe,13
118,Carole,Orange & Anise Seed Pan Dulce,10th,'Pastel de Chocolate Mexicano' Tres Leches Cake,Safe,13
118,Dawn,'Dark Chocolate & Chilli Kick' Conchas,5th,'Blooming' Tres Leches Cake,Safe,13
118,James,'Coffee Caramel Oyster' Conchas,8th,Chocolate & Lime 'Many Leches' Cake,Eliminated,13
118,Janusz,Cacti Conchas,7th,'Fruity Horchata' Tres Leches Cake,Safe,13
118,Kevin,'Sweet Breads are Made of These' Borrachitos,4th,'Meci-Cocoa Pyramid' Tres Leches Cake,Safe,13
118,Maxy,'Bella Naranja' Conchas,1st,'Cocoa Flower Fiesta' Tres Leches Cake,Star Baker,13
118,Rebs,Lemon Conchas,9th,'Mexican Tiramisu' Tres Leches Cake,Eliminated,13
118,Sandro,Filled Concha Buns,3rd,'It's a Fiesta' Tres Leches Cake,Safe,13
118,Syabira,Corn on the Cob Conchas,2nd,Sweetcorn & Cinnamon Tres Leches Cake,Safe,13
119,Abdul,Fig & Date Puddings,2nd,'A Little Galaxy' Mousse Dessert,Safe,13
119,Carole,'My Little Beauties',6th,'Strawberry Fields',Eliminated,13
119,Dawn,'Traditional' Steamed Puddings,7th,'Woodland' Mousse Dessert,Safe,13
119,Janusz,Piña Colada Puddings,1st,‘Cake Within a Cake Surprise',Safe,13
119,Kevin,Clootie Dumplings,5th,'What The Dog Dug',Safe,13
119,Maxy,Sticky Toffee Puddings,3rd,'Sunset Surprise',Safe,13
119,Sandro,Apple & Cherry Crumble Puddings,4th,'It's a Mousse World',Star Baker,13
119,Syabira,Watermelon Steamed Puddings,8th,'Bee Positive',Safe,13
120,Abdul,Bonfire Cake,7th,Witches Lantern,Safe,13
120,Dawn,'Ukrainian Sharlotka',5th,'A Cat in a Fancy Hat' Lantern,Eliminated,13
120,Janusz,'Mum's Apple Cake',2nd,'Halloween Horror Movie Popcorn' Lantern,Safe,13
120,Kevin,'Apple Bobbing',3rd,'Arachna-FOMO' Lantern,Safe,13
120,Maxy,Classic Apple & Walnut Cake,6th,'Spoooooky' Lantern,Safe,13
120,Sandro,Creepy Apple Crumble Cake,4th,'Dead Disco Ball' Lantern,Safe,13
120,Syabira,'Witch Apple',1st,'Itsy Bitsy Spider' Lantern,Star Baker,13
121,Abdul,"Cherry, Orange & Pistachio Floating Islands",4th,Peach & Raspberry Mille-feuille,Safe,13
121,Janusz,'Morning Vanilla Latte' Floating Islands,5th,'Neapolitan' Custard Gateau,Safe,13
121,Kevin,'Everything's Coming Up Roses' Floating Islands,3rd,'My Honey Valentine' Custard Gateau,Eliminated,13
121,Maxy,'Blueberry Lagoon' Floating Islands,2nd,'The Promised Land' Custard Gateau,Safe,13
121,Sandro,"Cherry, Almond & Hazelnut Floating Island",1st,'Tribute to a Friend' Custard Gateau,Safe,13
121,Syabira,Mojito Floating Islands,6th,'Piña Coladas Anyone?' Custard Gateau,Star Baker,13
122,Abdul,Coconut and Berry Vol-au-Vents,3rd,'Adventures of a Pie-rate' Pie Scene,Safe,13
122,Janusz,'Strawberries & Cream' Vol-au-Vents,2nd,'The Very Hungry Sausage Dog' Pie Scene,Safe,13
122,Maxy,'Summertime Fine' Vol-au-Vents,5th,'Spicy Twinkling Stars' Pie Scene,Eliminated,13
122,Sandro,'Key-Lime' Vol-au-Vents,1st,Caterpillar Pie Scene,Safe,13
122,Syabira,'Citrus Dreams' Vol-au-Vents,4th,'Jack and the Beanstalk' Pie Scene,Star Baker,13
123,Abdul,'Pistachio Tiramisu' Mini-Charlottes,2nd,'To the Stars!' Krokan,Star Baker,13
123,Janusz,'Plums in Chocolate' Mini-Charlottes,3rd,'Brighton Pride' Krokan,Eliminated[a],13
123,Sandro,'Caramel Nutty' Mini-Charlottes,4th,'Where it Started to How it's Going' Krokan,Safe,13
123,Syabira,'Peanut & Berries' Mini-Charlottes,1st,'The DNA in You' Krokan,Safe,13
124,Abdul,Summer Picnic,1st,'It's All About The Bees' Edible Sculpture,Runner-up,13
124,Sandro,Summer Picnic,3rd,'The World From Different Angles' Edible Sculpture,Runner-up,13
124,Syabira,Summer Picnic,2nd,'This is My Home' Edible Sculpture,Winner,13
125,Abbi,"Foraged Poppy Seed, Lemon & Blackcurrant Vertical Layer Cake",3rd,'Herbert the Herdwick' Cake,Safe,14
125,Amos,Blood Orange & Dark Chocolate Vertical Layer Cake,2nd,'Orca on a Wave' Cake,Eliminated,14
125,Cristy,'Lemon Meringue' Vertical Layer Cake,6th,'Raspberry Ripple' Duck Cake,Safe,14
125,Dan,Rhubarb & Custard Vertical Layer Cake,1st,'Bruno' Cake,Star Baker,14
125,Dana,'Salted Caramel Latte' Vertical Layer Cake,12th,'My Amazing Gracie' Cake,Safe,14
125,Josh,'Tropical' Vertical Layer Cake,8th,'Mum's Highland Cow' Cake,Safe,14
125,Keith,'Dad's Chocolate Orange' Vertical Layer Cake,4th,'Maisie' Cake,Safe,14
125,Matty,'Tiramisu' Vertical Layer Cake,7th,'Marty the Cocker Spaniel' Cake,Safe,14
125,Nicky,'St. Clements' Vertical Layer Cake,10th,'Always Beavering Around' Cake,Safe,14
125,Rowan,Chocolate & Raspberry Vertical Layer Cake,9th,'Cosmopolitan Lobster' Cake,Safe,14
125,Saku,Chaminda's Favourite Vertical Layer Cake,5th,'Tikiri the Turtle' Cake,Safe,14
125,Tasha,Black Sesame & Yuzu Vertical Layer Cake,11th,Robin Cake,Safe,14
126,Abbi,'Flavours of Tunisia' Marshmallow Biscuits,1st,'Dim Sum Brunch' Illusion Biscuits,Safe,14
126,Cristy,'Nanny June's' Marshmallow Biscuits,9th,'Family Charcuterie Board' Illusion Biscuits,Safe,14
126,Dan,'Waterwheel' Marshmallow Biscuits,2nd,'Cheese & Onion Pie' Illusion Biscuits,Safe,14
126,Dana,'Mallow-Dramatic' Marshmallow Biscuits,7th,'Friday Night Takeaway' Illusion Biscuits,Safe,14
126,Josh,'Black Forest' Marshmallow Biscuits,6th,'JJ's Burger & Fries' Illusion Biscuits,Safe,14
126,Keith,'Letter from America' Marshmallow Biscuits,11th,'Seaside Meal Deal' Illusion Biscuits,Eliminated,14
126,Matty,'Half-Time' Marshmallow Biscuits,5th,'Cheeseboard' Illusion Biscuits,Safe,14
126,Nicky,'Tasty Teatime Treat' Marshmallow Biscuits,4th,'A Home from Home Steak Pie' Illusion Biscuits,Safe,14
126,Rowan,"Lemon, Rosemary & Violet Marshmallow Biscuits",3rd,‘Charcuterie Board’ Illusion Biscuits,Safe,14
126,Saku,Pistachio & Raspberry Marshmallow Biscuits,10th,'Sri Lankan Breakfast Feast' Illusion Biscuits,Safe,14
126,Tasha,'After-School Treat' Marshmallow Biscuits,8th,'Japanese Katsu & Matcha' Illusion Biscuits,Star Baker,14
127,Abbi,'Country Kitchen' Cottage Loaf,8th,'My Favourite Tree' Plaited Centrepiece,Eliminated,14
127,Cristy,"Cranberry, Rosemary & Walnut Cottage Loaf",6th,Honey & Chocolate Plaited Centrepiece,Safe,14
127,Dan,Wild Garlic Cottage Loaf,10th,'Stuffed Crust Pizza' Plaited Centrepiece,Safe,14
127,Dana,'Bread-ley Cooper' Cottage Loaf,3rd,'Tea Beside the Sea' Plaited Centrepiece,Safe,14
127,Josh,'Nduja' Pizza Cottage Loaf,4th,'Tiger Mascot' Plaited Centrepiece,Safe,14
127,Matty,Olive & Tomato Cottage Loaf,7th,'The Hammers' Plaited Centrepiece,Safe,14
127,Nicky,Roast Garlic & Rosemary Cottage Loaf,5th,'Angus the Highland Cow' Plaited Centrepiece,Safe,14
127,Rowan,Olive & Tomato Cottage Loaf,9th,'A Bread Rowan Tree' Plaited Centrepiece,Safe,14
127,Saku,Cinnamon & Orange Cottage Loaf,1st,'Peacock on a Branch' Plaited Centrepiece,Safe,14
127,Tasha,Roast Garlic and Rosemary Malted Cottage Loaf,2nd,'Medusa' Plaited Centrepiece,Star Baker,14
128,Cristy,Cherry & Chocolate Torte,7th,'For Love' Chocolate Box Cake,Safe,14
128,Dan,Chilli and Chocolate Torte,1st,'A Treasure Chest of Delight' Chocolate Box Cake,Safe,14
128,Dana,'I Cherry-ish You' Chocolate Torte,5th,'Once Upon a Time' Chocolate Box Cake,Safe,14
128,Josh,Raspberry & Chocolate Torte,6th,'Chemistry Centenary' Chocolate Box Cake,Safe,14
128,Matty,Hazelnut & Chocolate Torte,2nd,Chocolate Box Cake,Star Baker,14
128,Nicky,'Dreamy' Chocolate Torte,4th,'This is No Ordinary Chocolate Box' Cake,Safe,14
128,Rowan,'Mocha' Chocolate Torte,3rd,'Grandpa's Paints' Chocolate Box Cake,Safe,14
128,Saku,Chocolate & Raspberry Torte,8th,'Time for Cricket' Chocolate Box Cake,Safe,14
128,Tasha,"Ginger, Almond & Dark Chocolate Torte",Did not finish[a],Did not compete[a],Safe,14
129,Cristy,Creamy Mushroom & Leek Picnic Pies,5th,'Autumnal Lattice' Decorative Pies,Star Baker,14
129,Dan,Lamb Keema Picnic Pies,1st,'Journey Around South America' Decorative Pies,Safe,14
129,Dana,'Spud-tacular' Picnic Pies,2nd,'The Apple of my Pie' Decorative Pies,Safe,14
129,Josh,'Post-Match'’ Picnic Pies,8th,'From Flour to Flower' Decorative Pies,Safe,14
129,Matty,'Spanakopità' Picnic Pies,7th,'Ski Trip' Decorative Pies,Safe,14
129,Nicky,Pork & Cheese Picnic Pies,9th,'Gran's Garden Trio' Decorative Pies,Eliminated,14
129,Rowan,Pork & Sweet Potato Picnic Pies,4th,'Lattice Fabulous' Decorative Pies,Eliminated,14
129,Saku,Spicy Tuna Picnic Pies,6th,'Pie Chart' Decorative Pies,Safe,14
129,Tasha,"Sausage, Apple & Cranberry Picnic Pies",3rd,'Sea or Ski?' Decorative Pies,Safe,14
130,Cristy,"Maple, Pecan & Cinnamon Spiced Buns",1st,"Elderflower, Strawberry & Rhubarb Floral Dessert",Safe,14
130,Dan,'Dreaming of Greece' Spiced Buns,3rd,'Sunny Meadows' Floral Dessert,Safe,14
130,Dana,'Bun in a Million' Spiced Buns,6th,'Stop and Smell the Rosé' Floral Dessert,Eliminated,14
130,Josh,Lemon & Blueberry Spiced Buns,2nd,"Rhubarb, Raspberry & Hibiscus Floral Dessert",Star Baker,14
130,Matty,'Rum Drunk' Spiced Buns,4th,Blackberry & Elderflower Floral Dessert,Safe,14
130,Saku,Swedish Cinnamon Spiced Buns,5th,Earl Grey & Hibiscus Floral Dessert,Safe,14
130,Tasha,'Yultide' Spiced Buns,7th,Elderflower & Hibiscus Floral Dessert,Safe,14
131,Cristy,Orange Crème Caramels,4th,'Croquembouche' Meringue Bombe,Safe,14
131,Dan,'Thai Green Curry' Crème Caramels,2nd,'Pale Blue Dot' Meringue Bombe,Star Baker,14
131,Josh,'Nan's Favourite' Crème Caramels,3rd,"'Game, Set and Match' Meringue Bombe",Safe,14
131,Matty,Chai Crème Caramels,6th,'English Italian Summer' Meringue Bombe,Safe,14
131,Saku,'Mini Watalappan' Crème Caramels,5th,'Flowers for my Bee' Meringue Bombe,Eliminated,14
131,Tasha,"Fig, Honey and Rosemary Crème Caramels",1st,Plum and Ginger Meringue Bombe,Safe,14
132,Cristy,Cranberry & Sage Sausage Rolls,2nd,'Marvellous Sweet Factory' Buffet,Eliminated,14
132,Dan,'Dumplings in Disguise' Sausage Rolls,5th,'Prehistoric Party Poopers' Buffet,Safe,14
132,Josh,Turkey & Cranberry ‘Christmas’ Sausage Rolls,4th,'It's Christmas!!!' Buffet,Safe,14
132,Matty,'Classic' Sausage Rolls,3rd,'Sports' Buffet,Star Baker,14
132,Tasha,'Cider in the Park' Sausage Rolls,1st,'Birthdays on the Farm' Buffet,Safe,14
133,Dan,Fancy Financiers,3rd,'Hypersonic' Millefoglie,Safe,14
133,Josh,Perfect Pudding Financiers,1st,"Lemon, Blackberry & Blackcurrant Millefoglie",Star Baker,14
133,Matty,'Pick Me Up' Financiers,2nd,'Taste of Italy' Millefoglie,Safe,14
133,Tasha,'Fancy Fruit & Nut' Financiers,4th,'Mango Mojito' Millefoglie,Eliminated,14
134,Dan,"'He Who Dares, Éclairs!'",2nd,'Lemon Drizzle Memory Lane' Cake,Runner-up,14
134,Josh,Tropical and Mocha Éclairs,1st,'A Slice For All Seasons' Cake,Runner-up,14
134,Matty,Black Forest and Banoffee Éclairs,3rd,'Final Celebration' Cake,Winner,14
