series,episode,baker,signature,technical,showstopper,result
11,2,Peter,Sticky Toffee Florentines,10,Biscuit Burns Supper,Safe
11,2,Rowan,Waistcoat Florentines,11,'Worse Things Happen At Sea',Safe
11,2,Sura,Sohan Florentines,6,Speculaas Ramadan Tea Time,Safe
11,3,Dave,Chilli Chocolate & Cheesy Bacon Soda Breads,9,'Grateful For My Home and Little Family',Safe
11,3,Hermine,My Favourite Flavours Soda Bread,7,A Journey Back to France,Safe
11,3,Laura,Nana Peg's Nicely Spiced & Cherrylicious Soda Breads,6,Showstopping Musical Theatre Inspired Showstopper,Safe
11,3,Linda,Bara Cyflym Quick Bread,1,'Fruits of our Labour' Black Olive Bread & Tiger Bread,Safe
11,3,Lottie,Blueberry Breakfast & Summertime Soda Breads,5,My House In Bread,Safe
11,3,Marc,Cornish Soda Breads,2,The Dharma Wheel Bread Sheaf,Star Baker
11,3,Mark,Sausage & Stout Sodas,3,Orchard County Bread with Sweet Apple and Savoury Wild Garlic,Safe
11,3,Peter,Black Pudding & Ginger Beer Soda Breads,4,Edinburgh Cityscape Bread Plaque,Safe
11,3,Rowan,Flavours of Italy,10,Worcestershire Pear Tree,Eliminated
11,3,Sura,Middle Eastern Inspired Soda Breads,8,Mama's Tomato Vine Harvest Loaf,Safe
11,4,Dave,Honeycomb Explosion Brownies,8,Strawberry Splash White Chocolate Fraisier Cake,Safe
11,4,Hermine,"Raspberry, White Chocolate & Pistachio Brownies",5,Lemon & White Chocolate Cake,Safe
11,4,Laura,Salted Caramel Brownie S'mores,2,Chocolate Heaven Cake,Safe
11,4,Linda,'Treats of Christmas Past',1,English Rose Cake,Safe
11,4,Lottie,'Have Your Cake and Eat It' Brownies,9,Nana and Papa's Sapphire Anniversary Cake,Safe
11,4,Marc,Praline Brownies,6,White Chocolate & Raspberry Buttercream Celebration Cake,Safe
11,4,Mark,'Gimmie S'more' Brownies,3,'A Baking Show Birthday',Star Baker
11,4,Peter,Upside Down Brownies,4,Graduation Cake,Safe
11,4,Sura,Double Chocolate Marshmallow Brownies,7,Strawberry & White Chocolate Celebration Cake,Eliminated
11,5,Dave,Thai Basil Chicken Pasties,5,"Chocolate, Mango and Lime Tart",Safe
11,5,Hermine,Moroccan Tagine Pasties,2,Lime Confit & Lemon Meringue Tart,Safe
11,5,Laura,Proper Tasty Pasties,6,Kent Garden Tart,Star Baker
11,5,Linda,Spicy Indian Pasties,8,Gypsy Tart,Eliminated
11,5,Lottie,Toad-In-The-Hole-Less Pasties,4,Apple Tree Tart,Safe
11,5,Marc,Cornish Fish Pasties,7,Posh Apple & Blackberry Pie,Safe
11,5,Mark,Aloo Gobi & Paneer Pasties,3,Mes-SAGE in a Bottle,Safe
11,5,Peter,Kedgeree Pasties,1,Blackberry & Lemon Tart,Safe
11,6,Dave,Chicken Shaped Katsu Curry Buns,3,Matcha Shiba Inu Cake,Safe
11,6,Hermine,Chicken Nikuman Panda Buns,4,Strawberry Cherry Blossom Cake,Safe
11,6,Laura,Piggy Pork Belly Buns,7,Upside Down Pineapple Cake,Safe
11,6,Lottie,Cheeseburger Steamed Buns,2,'Into the Japanese Woods',Star Baker
11,6,Marc,'Hmmmm Dhal' Steamed Buns,6,Hamish the Dog Cake,Safe
11,6,Mark,Burger Buns,5,'Avo Baby',Eliminated
11,6,Peter,Lamb Steamed Buns,1,Dizzy the Shuttlecock,Safe
11,7,Dave,Novel Quiches,6,'Tiramisu',Safe
11,7,Hermine,Classic Quiches,1,Holiday Ice Cream Cake,Star Baker
11,7,Laura,Pea & Pizza Quiches,4,'Death by Chocolate',Safe
11,7,Lottie,English Breakfast & Summer Salad Quiches,5,'80's Mix Tape',Eliminated
11,7,Marc,Cornish Quiches,3,Retro Ice Cream Parlour,Safe
11,7,Peter,Thai Curry and Salmon Quiches,2,'Christmas Cake Surprise',Safe
11,8,Dave,'Celebration of Citrus' Cheesecakes,5,Newquay Beach Scene,Safe
11,8,Hermine,Passion Fruit Cheesecakes,3,Chocolate and Raspberry Mousse Jelly Cake,Star Baker
11,8,Laura,Passion Fruit Cheesecakes,1,'Flower Power' Koi Jelly Art Cake,Safe
11,8,Marc,New York Style Vanilla and Mascarpone Cheesecakes,2,Apple Jelly with Chocolate and Strawberry Mousse,Eliminated
11,8,Peter,Lime & Ginger Cheesecakes,4,Snow Globe Jelly Cake,Safe
11,9,Dave,"Honey Tequila, Mango & Passion Fruit Savarins",3,Celebration of Chocolate Cube Cake,Safe
11,9,Hermine,Crème et Abricot Baba au Rhum,2,'The Best of Hermine' Cube Cake,Eliminated
11,9,Laura,"Poached Pineapple, Kiwi & Passion Fruit Rum Babas",4,Black Forest Cube Cake,Safe
11,9,Peter,Strawberry & Elderflower Babas,1,"Chocolate, Raspberry & Pistachio Cube Cake",Star Baker
11,10,Dave,Caramel Latte Custard Slice,1,Tower to Redemption,Runner-up
11,10,Laura,Yuzu Custard Slice,3,Rainbow Dessert Tower,Runner-up
11,10,Peter,Cranachan Custard Slice,2,Bonkers Baking Show Bubble Cake,Winner[a]
12,1,Amanda,'Cherry Soldier' Mini Rolls,12,Elderflower & Lemon Surf Explosion,Safe
12,1,Chigs,Strawberries & Cream Mini Rolls,11,'Where it all Began',Safe
12,1,Crystelle,'Chai and Chai Again' Mini Rolls,8,'Bouq-cake' of Flowers,Safe
12,1,Freya,Vegan Lemon & Raspberry Mini Rolls,2,'Flower Potty',Safe
12,1,George,Chocolate & Hazelnut Mini Rolls,3,Greek Table,Safe
12,1,Giuseppe,Easter Mini Rolls,10,'Jack and The Beanstalk',Safe
12,1,Jairzeno,Lime & Passion Fruit Mini Rolls,9,'Kick the Can' Cake,Safe
12,1,Jürgen,Schwarzwald Mini Rolls,6,'Night Time Reading',Star Baker
12,1,Lizzie,Zoo Mini Rolls,4,Nana's Peaches & Cream,Safe
12,1,Maggie,'Knit & Natter' Mini Rolls,1,Ice-cream Cornet,Safe
12,1,Rochica,Colin Rolls,7,Apple Cake,Safe
12,1,Tom,Black Forest Mini Rolls,5,Classically Spectacular Showstopper,Eliminated
12,2,Amanda,'Open Sesame' Brandy Snaps,4,Carousel Rocking Horse,Safe
12,2,Chigs,'Espresso Martini' Brandy Snaps,7,Snooker Table,Safe
12,2,Crystelle,'Apple of My P-eye' Brandy Snaps,10,Vanity Playset,Safe
12,2,Freya,'Brandy Snapuccinos',3,'Winnie',Safe
12,2,George,Cypriot Brandy Snaps,8,'Paul & Prue Airlines',Safe
12,2,Giuseppe,Gianduja Snaps,2,Reversi Board Game,Safe
12,2,Jairzeno,"Chocolate, Passion Fruit & Pineapple Brandy Snaps",9,Tall Ship,Eliminated
12,2,Jürgen,'A Cup of Chai' Brandy Snaps,1,'Grandpa's Windmill',Star Baker
12,2,Lizzie,Fast-Food Apple Pie Brandy Snaps,6,'Paint a Truck',Safe
12,2,Maggie,Blackcurrant Brandy Snaps,5,Beach Playset,Safe
12,2,Rochica,Coffee Brandy Snaps,11,Gingerbread Pinball Game,Safe
12,3,Amanda,'Chasing Grainbows' Focaccia,3,'I Just FISH We Had More Time',Safe
12,3,Chigs,Spanish Cheesy Meaty Focaccia,6,Honey Milk Bread Picnic Basket,Safe
12,3,Crystelle,Feta & Grape Focaccia with Fennel & Walnut,9,'Bready' for Sunday Roast,Safe
12,3,Freya,Mexican Fajita Focaccia,4,'Under the Sea' Milk Bread Display,Safe
12,3,George,Greek Inspired Focaccia,7,'The Very Hungry Koala',Safe
12,3,Giuseppe,'Breakfast in Gaeta' Focaccia,1,'Your Five-a-Day',Star Baker
12,3,Jürgen,'Kipper-caccia' Focaccia,5,'The Baby',Safe
12,3,Lizzie,'Final Furlong' Focaccia,2,Pig Banquet,Safe
12,3,Maggie,Classic Focaccia,8,'Things You'd Find in a Rock Pool',Safe
12,3,Rochica,"Roast Garlic Focaccia with Tomato, Feta & Pesto",10,Birdcage,Eliminated
12,4,Amanda,'Chocolate Pav-Love',8,'Adam's Temptation' Imprimé Dessert,Safe
12,4,Chigs,Tropical Pavlova,3,Black Forest Imprimé Dessert,Star Baker
12,4,Crystelle,'Kiwi Lime Pie' Pam-lova,5,"'Una Piña Colada, Por Favor'",Safe
12,4,Freya,Peach Melba Vegan Pavlova,6,Chocolate & Orange Imprimé Dessert,Safe
12,4,George,Lemon Curd & Biscuit Cream Pavlova,7,Peanut Butter & Chocolate Imprimé Dessert,Safe
12,4,Giuseppe,'Every Day at the Beach' Pavlova,4,Red Fruit & Pistachio Imprimé Dessert,Safe
12,4,Jürgen,'Passover Pavlova',1,'Passtyme with Good Companye',Safe
12,4,Lizzie,Easter Pavlova,2,Liverpool Skyline Imprimé Dessert,Safe
12,4,Maggie,Traditional Pavlova,9,Paris Skyline Imprimé Dessert,Eliminated
12,5,Amanda,Spritzgebäck & Glühweinplätzchen,8,Rum. Plum & Raisin Cake,Safe
12,5,Chigs,Marzipan Hausfreunde & Almond Mandelhörnchen,2,Lemon & Mixed Peel Cake,Safe
12,5,Crystelle,Chocolate Engelsaugen & Pistachio Heidesand,7,Bavarian Brioche,Safe
12,5,Freya,Lebkuchen & Zimtsterne,5,Upside-down Cake,Eliminated
12,5,George,Cherry Marzipan Biscuits & Anisseed Spingerle,6,Chocolate & Tahini Anniversary Cake,Safe
12,5,Giuseppe,Bethmännchen & Italian Linzer Augen,1,Amarena Cherry Cake,Star Baker
12,5,Jürgen,Tee-Sterne & Milchkaffee-Gipfele,4,Beer Soaked Cake,Safe
12,5,Lizzie,Mandelhörnchen & Cheeky Boys,3,Bavarian Fairy Tale,Safe
12,6,Amanda,Sweet & Savoury Chouxnuts,5,'Fancy Terrine Pie',Eliminated
12,6,Chigs,'Oo La La Chouxnuts',3,'Leicester Pork Pie',Safe
12,6,Crystelle,Mango Maracujá & Miso Caramel Chouxnuts,2,'Lily Nana's Pickle Cottage',Star Baker
12,6,George,Classic Chouxnuts,6,'Christmas Dinner',Safe
12,6,Giuseppe,Bellissima Chouxnuts,4,'Laura's Terrine Pie',Safe
12,6,Jürgen,'Exotic Flavour & 70's Colour',1,'Lunch in Freiburg',Safe
12,6,Lizzie,Caramel & Floral Chouxnuts,7,'Neptune Pie',Safe
12,7,Chigs,"Chocolate, Coconut & Ginger Caramel Tart",3,'Caramel Mistake',Safe
12,7,Crystelle,"Apple, Pecan & Miso Caramel Tart",4,'Grandad Greg's Cactus Garden',Safe
12,7,George,Caramel Custard & Banana Tart,6,Salted Caramel Almond & Hazelnut Dacquoise,Eliminated
12,7,Giuseppe,Apricot & Hazelnut Caramel Tart,1,Salted Caramel & Praline Dessert,Safe
12,7,Jürgen,Triple Nut Caramel Delight,2,'Caramel Contrasts',Star Baker
12,7,Lizzie,'My Tart Will Go On',5,'Roses Really Smell Like Caramel',Safe
12,8,Chigs,Mum's Tropical Delight,1,Gluten-Free Red Velvet Cake,Star Baker
12,8,Crystelle,Tahini and Miso Coffee Ice Cream Sandwiches,5,'My Nana's Cascading Dress' Gluten-Free Cake,Safe
12,8,Giuseppe,Ginger and Orange Ice Cream Sandwich,2,Gluten-Free Black Forest Cake,Safe
12,8,Jürgen,'Meet My Favourites',4,Ultimate Gluten-Free Birthday Cake,Safe
12,8,Lizzie,Best Thing About Walks,3,Gluten-Free ‘Extraordinary' Cake,Eliminated
12,9,Chigs,Raspberry & Chocolate Slices,4,'The Apple Doesn't Fall Far from the Tree',Safe
12,9,Crystelle,"Yuzu, Coconut & Black Sesame Slices",3,'Tropical Wedding' Entremets,Star Baker
12,9,Giuseppe,Tiramisu Slices,2,'Leaning Tower of Pisa',Safe
12,9,Jürgen,Murder at the Opera,1,'Torii Gate in the Sea',Eliminated[a]
12,10,Chigs,'Take Two',2,Party Treats,Runner-up
12,10,Crystelle,"Pistachio, Cardamom & Orange Carrot Cake",1,Crazy Tea Party,Runner-up
12,10,Giuseppe,'Torta Camilla',3,'What Is the Hatter with Me',Winner[a]
13,1,Abdul,'Cake-y Cacti',6,'Summer In Pakistan',Safe
13,1,Carole,'To Bee or not to Bee',8,'Little House In The Country',Safe
13,1,Dawn,"Lime, Coconut & Tamarind Spring Cakes",3,'Nan's House',Safe
13,1,James,Sticky Toffee Apple Candles,12,'Last House On The Loch',Safe
13,1,Janusz,Pistachio & Cherry Vodka Liquor Wuzetka,7,'Home Is Where The Flowers Grow',Star Baker
13,1,Kevin,Mini Persian Love Cakes,4,'Ba-Na-Na That's My Hame',Safe
13,1,Maisam,Pistachio Cakes with Raspberry Buttercream,5,'My Childhood Home',Safe
13,1,Maxy,'Mango Magic Mess',10,'At My Mama's',Safe
13,1,Rebs,Hazelnut Mocha Latte Mini Cakes,11,'Piña Colada Cottage',Safe
13,1,Sandro,'A Bitesize of Love',2,'Best Time Ever' Cake,Safe
13,1,Syabira,"Coconut, Pandan & Caramel Mousse Cake",1,'Happiest Childhood Memory',Safe
13,1,Will,Ginger & Caramel Squares,9,'First London Family Home',Eliminated
13,2,Abdul,'Fudgetastic Maca-Cones',11,'Parrot-astic' Biscuits,Safe
13,2,Carole,'Just A Mouthful',4,'Macaron Masquerade',Safe
13,2,Dawn,'Toy Shop Yarns',9,'Baroque-Punk' Mask,Safe
13,2,James,'Raccarons',2,Menacing Mask,Safe
13,2,Janusz,Miniature Melons,6,Cubist Mask,Safe
13,2,Kevin,Mint Choc Trip,8,Mythical Mask,Safe
13,2,Maisam,Cute Carrots,7,Venetian Mask,Eliminated
13,2,Maxy,Baby Daisies,5,Masquerade,Star Baker
13,2,Rebs,'Wee Branstons',1,Floral Fascinator,Safe
13,2,Sandro,'Cheat Day Treat',3,Carnival Costume,Safe
13,2,Syabira,Satay Macarons,10,"'Two Face, One Soul'",Safe
13,3,Abdul,NA,NA,NA,Safe1
13,3,Carole,'Pizza Exceptional',8,'Something Fishy' Smörgåstårta,Safe
13,3,Dawn,Tex-Mex Pizza,6,Chicken Souvlaki Smörgåstårta,Safe
13,3,James,"'It Does Belong!' Ham, Mushroom and Pineapple Pizza",3,'The Most Pandastic' Smörgåstårta,Safe
13,3,Janusz,Full English Breakfast Pizza,1,'Fish and Chip Shop' Smörgåstårta,Star Baker
13,3,Kevin,'Now Bring Us Some Figgy Pizza',7,'I've Started So I'll Fin-ish' Smörgåstårta,Safe
13,3,Maxy,Sweet Rosemary Lamb Pizza,2,'Curvy Seafood' Smörgåstårta,Safe
13,3,Rebs,NA,NA,NA,Safe1
13,3,Sandro,Sweet & Spicy Pizza,4,'Ultimate' Smörgåstårta,Safe
13,3,Syabira,Malaysian Prawn Sambal Pizza,5,Nasi Lemak Smörgåstårta,Safe
13,4,Abdul,Coconut & Raspberry Besos,6,'Day of the Dead' Tres Leches Cake,Safe
13,4,Carole,Orange & Anise Seed Pan Dulce,10,'Pastel de Chocolate Mexicano' Tres Leches Cake,Safe
13,4,Dawn,'Dark Chocolate & Chilli Kick' Conchas,5,'Blooming' Tres Leches Cake,Safe
13,4,James,'Coffee Caramel Oyster' Conchas,8,Chocolate & Lime 'Many Leches' Cake,Eliminated
13,4,Janusz,Cacti Conchas,7,'Fruity Horchata' Tres Leches Cake,Safe
13,4,Kevin,'Sweet Breads are Made of These' Borrachitos,4,'Meci-Cocoa Pyramid' Tres Leches Cake,Safe
13,4,Maxy,'Bella Naranja' Conchas,1,'Cocoa Flower Fiesta' Tres Leches Cake,Star Baker
13,4,Rebs,Lemon Conchas,9,'Mexican Tiramisu' Tres Leches Cake,Eliminated
13,4,Sandro,Filled Concha Buns,3,'It's a Fiesta' Tres Leches Cake,Safe
13,4,Syabira,Corn on the Cob Conchas,2,Sweetcorn & Cinnamon Tres Leches Cake,Safe
13,5,Abdul,Fig & Date Puddings,2,'A Little Galaxy' Mousse Dessert,Safe
13,5,Carole,'My Little Beauties',6,'Strawberry Fields',Eliminated
13,5,Dawn,'Traditional' Steamed Puddings,7,'Woodland' Mousse Dessert,Safe
13,5,Janusz,Piña Colada Puddings,1,‘Cake Within a Cake Surprise',Safe
13,5,Kevin,Clootie Dumplings,5,'What The Dog Dug',Safe
13,5,Maxy,Sticky Toffee Puddings,3,'Sunset Surprise',Safe
13,5,Sandro,Apple & Cherry Crumble Puddings,4,'It's a Mousse World',Star Baker
13,5,Syabira,Watermelon Steamed Puddings,8,'Bee Positive',Safe
13,6,Abdul,Bonfire Cake,7,Witches Lantern,Safe
13,6,Dawn,'Ukrainian Sharlotka',5,'A Cat in a Fancy Hat' Lantern,Eliminated
13,6,Janusz,'Mum's Apple Cake',2,'Halloween Horror Movie Popcorn' Lantern,Safe
13,6,Kevin,'Apple Bobbing',3,'Arachna-FOMO' Lantern,Safe
13,6,Maxy,Classic Apple & Walnut Cake,6,'Spoooooky' Lantern,Safe
13,6,Sandro,Creepy Apple Crumble Cake,4,'Dead Disco Ball' Lantern,Safe
13,6,Syabira,'Witch Apple',1,'Itsy Bitsy Spider' Lantern,Star Baker
13,7,Abdul,"Cherry, Orange & Pistachio Floating Islands",4,Peach & Raspberry Mille-feuille,Safe
13,7,Janusz,'Morning Vanilla Latte' Floating Islands,5,'Neapolitan' Custard Gateau,Safe
13,7,Kevin,'Everything's Coming Up Roses' Floating Islands,3,'My Honey Valentine' Custard Gateau,Eliminated
13,7,Maxy,'Blueberry Lagoon' Floating Islands,2,'The Promised Land' Custard Gateau,Safe
13,7,Sandro,"Cherry, Almond & Hazelnut Floating Island",1,'Tribute to a Friend' Custard Gateau,Safe
13,7,Syabira,Mojito Floating Islands,6,'Piña Coladas Anyone?' Custard Gateau,Star Baker
13,8,Abdul,Coconut and Berry Vol-au-Vents,3,'Adventures of a Pie-rate' Pie Scene,Safe
13,8,Janusz,'Strawberries & Cream' Vol-au-Vents,2,'The Very Hungry Sausage Dog' Pie Scene,Safe
13,8,Maxy,'Summertime Fine' Vol-au-Vents,5,'Spicy Twinkling Stars' Pie Scene,Eliminated
13,8,Sandro,'Key-Lime' Vol-au-Vents,1,Caterpillar Pie Scene,Safe
13,8,Syabira,'Citrus Dreams' Vol-au-Vents,4,'Jack and the Beanstalk' Pie Scene,Star Baker
13,9,Abdul,'Pistachio Tiramisu' Mini-Charlottes,2,'To the Stars!' Krokan,Star Baker
13,9,Janusz,'Plums in Chocolate' Mini-Charlottes,3,'Brighton Pride' Krokan,Eliminated[a]
13,9,Sandro,'Caramel Nutty' Mini-Charlottes,4,'Where it Started to How it's Going' Krokan,Safe
13,9,Syabira,'Peanut & Berries' Mini-Charlottes,1,'The DNA in You' Krokan,Safe
13,10,Abdul,Summer Picnic,1,'It's All About The Bees' Edible Sculpture,Runner-up
13,10,Sandro,Summer Picnic,3,'The World From Different Angles' Edible Sculpture,Runner-up
13,10,Syabira,Summer Picnic,2,'This is My Home' Edible Sculpture,Winner
14,1,Abbi,"Foraged Poppy Seed, Lemon & Blackcurrant Vertical Layer Cake",3,'Herbert the Herdwick' Cake,Safe
14,1,Amos,Blood Orange & Dark Chocolate Vertical Layer Cake,2,'Orca on a Wave' Cake,Eliminated
14,1,Cristy,'Lemon Meringue' Vertical Layer Cake,6,'Raspberry Ripple' Duck Cake,Safe
14,1,Dan,Rhubarb & Custard Vertical Layer Cake,1,'Bruno' Cake,Star Baker
14,1,Dana,'Salted Caramel Latte' Vertical Layer Cake,12,'My Amazing Gracie' Cake,Safe
14,1,Josh,'Tropical' Vertical Layer Cake,8,'Mum's Highland Cow' Cake,Safe
14,1,Keith,'Dad's Chocolate Orange' Vertical Layer Cake,4,'Maisie' Cake,Safe
14,1,Matty,'Tiramisu' Vertical Layer Cake,7,'Marty the Cocker Spaniel' Cake,Safe
14,1,Nicky,'St. Clements' Vertical Layer Cake,10,'Always Beavering Around' Cake,Safe
14,1,Rowan,Chocolate & Raspberry Vertical Layer Cake,9,'Cosmopolitan Lobster' Cake,Safe
14,1,Saku,Chaminda's Favourite Vertical Layer Cake,5,'Tikiri the Turtle' Cake,Safe
14,1,Tasha,Black Sesame & Yuzu Vertical Layer Cake,11,Robin Cake,Safe
14,2,Abbi,'Flavours of Tunisia' Marshmallow Biscuits,1,'Dim Sum Brunch' Illusion Biscuits,Safe
14,2,Cristy,'Nanny June's' Marshmallow Biscuits,9,'Family Charcuterie Board' Illusion Biscuits,Safe
14,2,Dan,'Waterwheel' Marshmallow Biscuits,2,'Cheese & Onion Pie' Illusion Biscuits,Safe
14,2,Dana,'Mallow-Dramatic' Marshmallow Biscuits,7,'Friday Night Takeaway' Illusion Biscuits,Safe
14,2,Josh,'Black Forest' Marshmallow Biscuits,6,'JJ's Burger & Fries' Illusion Biscuits,Safe
14,2,Keith,'Letter from America' Marshmallow Biscuits,11,'Seaside Meal Deal' Illusion Biscuits,Eliminated
14,2,Matty,'Half-Time' Marshmallow Biscuits,5,'Cheeseboard' Illusion Biscuits,Safe
14,2,Nicky,'Tasty Teatime Treat' Marshmallow Biscuits,4,'A Home from Home Steak Pie' Illusion Biscuits,Safe
14,2,Rowan,"Lemon, Rosemary & Violet Marshmallow Biscuits",3,‘Charcuterie Board’ Illusion Biscuits,Safe
14,2,Saku,Pistachio & Raspberry Marshmallow Biscuits,10,'Sri Lankan Breakfast Feast' Illusion Biscuits,Safe
14,2,Tasha,'After-School Treat' Marshmallow Biscuits,8,'Japanese Katsu & Matcha' Illusion Biscuits,Star Baker
14,3,Abbi,'Country Kitchen' Cottage Loaf,8,'My Favourite Tree' Plaited Centrepiece,Eliminated
14,3,Cristy,"Cranberry, Rosemary & Walnut Cottage Loaf",6,Honey & Chocolate Plaited Centrepiece,Safe
14,3,Dan,Wild Garlic Cottage Loaf,10,'Stuffed Crust Pizza' Plaited Centrepiece,Safe
14,3,Dana,'Bread-ley Cooper' Cottage Loaf,3,'Tea Beside the Sea' Plaited Centrepiece,Safe
14,3,Josh,'Nduja' Pizza Cottage Loaf,4,'Tiger Mascot' Plaited Centrepiece,Safe
14,3,Matty,Olive & Tomato Cottage Loaf,7,'The Hammers' Plaited Centrepiece,Safe
14,3,Nicky,Roast Garlic & Rosemary Cottage Loaf,5,'Angus the Highland Cow' Plaited Centrepiece,Safe
14,3,Rowan,Olive & Tomato Cottage Loaf,9,'A Bread Rowan Tree' Plaited Centrepiece,Safe
14,3,Saku,Cinnamon & Orange Cottage Loaf,1,'Peacock on a Branch' Plaited Centrepiece,Safe
14,3,Tasha,Roast Garlic and Rosemary Malted Cottage Loaf,2,'Medusa' Plaited Centrepiece,Star Baker
14,4,Cristy,Cherry & Chocolate Torte,7,'For Love' Chocolate Box Cake,Safe
14,4,Dan,Chilli and Chocolate Torte,1,'A Treasure Chest of Delight' Chocolate Box Cake,Safe
14,4,Dana,'I Cherry-ish You' Chocolate Torte,5,'Once Upon a Time' Chocolate Box Cake,Safe
14,4,Josh,Raspberry & Chocolate Torte,6,'Chemistry Centenary' Chocolate Box Cake,Safe
14,4,Matty,Hazelnut & Chocolate Torte,2,Chocolate Box Cake,Star Baker
14,4,Nicky,'Dreamy' Chocolate Torte,4,'This is No Ordinary Chocolate Box' Cake,Safe
14,4,Rowan,'Mocha' Chocolate Torte,3,'Grandpa's Paints' Chocolate Box Cake,Safe
14,4,Saku,Chocolate & Raspberry Torte,8,'Time for Cricket' Chocolate Box Cake,Safe
14,4,Tasha,"Ginger, Almond & Dark Chocolate Torte",NA,Did not compete[a],Safe
14,5,Cristy,Creamy Mushroom & Leek Picnic Pies,5,'Autumnal Lattice' Decorative Pies,Star Baker
14,5,Dan,Lamb Keema Picnic Pies,1,'Journey Around South America' Decorative Pies,Safe
14,5,Dana,'Spud-tacular' Picnic Pies,2,'The Apple of my Pie' Decorative Pies,Safe
14,5,Josh,'Post-Match'’ Picnic Pies,8,'From Flour to Flower' Decorative Pies,Safe
14,5,Matty,'Spanakopità' Picnic Pies,7,'Ski Trip' Decorative Pies,Safe
14,5,Nicky,Pork & Cheese Picnic Pies,9,'Gran's Garden Trio' Decorative Pies,Eliminated
14,5,Rowan,Pork & Sweet Potato Picnic Pies,4,'Lattice Fabulous' Decorative Pies,Eliminated
14,5,Saku,Spicy Tuna Picnic Pies,6,'Pie Chart' Decorative Pies,Safe
14,5,Tasha,"Sausage, Apple & Cranberry Picnic Pies",3,'Sea or Ski?' Decorative Pies,Safe
14,6,Cristy,"Maple, Pecan & Cinnamon Spiced Buns",1,"Elderflower, Strawberry & Rhubarb Floral Dessert",Safe
14,6,Dan,'Dreaming of Greece' Spiced Buns,3,'Sunny Meadows' Floral Dessert,Safe
14,6,Dana,'Bun in a Million' Spiced Buns,6,'Stop and Smell the Rosé' Floral Dessert,Eliminated
14,6,Josh,Lemon & Blueberry Spiced Buns,2,"Rhubarb, Raspberry & Hibiscus Floral Dessert",Star Baker
14,6,Matty,'Rum Drunk' Spiced Buns,4,Blackberry & Elderflower Floral Dessert,Safe
14,6,Saku,Swedish Cinnamon Spiced Buns,5,Earl Grey & Hibiscus Floral Dessert,Safe
14,6,Tasha,'Yultide' Spiced Buns,7,Elderflower & Hibiscus Floral Dessert,Safe
14,7,Cristy,Orange Crème Caramels,4,'Croquembouche' Meringue Bombe,Safe
14,7,Dan,'Thai Green Curry' Crème Caramels,2,'Pale Blue Dot' Meringue Bombe,Star Baker
14,7,Josh,'Nan's Favourite' Crème Caramels,3,"'Game, Set and Match' Meringue Bombe",Safe
14,7,Matty,Chai Crème Caramels,6,'English Italian Summer' Meringue Bombe,Safe
14,7,Saku,'Mini Watalappan' Crème Caramels,5,'Flowers for my Bee' Meringue Bombe,Eliminated
14,7,Tasha,"Fig, Honey and Rosemary Crème Caramels",1,Plum and Ginger Meringue Bombe,Safe
14,8,Cristy,Cranberry & Sage Sausage Rolls,2,'Marvellous Sweet Factory' Buffet,Eliminated
14,8,Dan,'Dumplings in Disguise' Sausage Rolls,5,'Prehistoric Party Poopers' Buffet,Safe
14,8,Josh,Turkey & Cranberry ‘Christmas’ Sausage Rolls,4,'It's Christmas!!!' Buffet,Safe
14,8,Matty,'Classic' Sausage Rolls,3,'Sports' Buffet,Star Baker
14,8,Tasha,'Cider in the Park' Sausage Rolls,1,'Birthdays on the Farm' Buffet,Safe
14,9,Dan,Fancy Financiers,3,'Hypersonic' Millefoglie,Safe
14,9,Josh,Perfect Pudding Financiers,1,"Lemon, Blackberry & Blackcurrant Millefoglie",Star Baker
14,9,Matty,'Pick Me Up' Financiers,2,'Taste of Italy' Millefoglie,Safe
14,9,Tasha,'Fancy Fruit & Nut' Financiers,4,'Mango Mojito' Millefoglie,Eliminated
14,10,Dan,"'He Who Dares, Éclairs!'",2,'Lemon Drizzle Memory Lane' Cake,Runner-up
14,10,Josh,Tropical and Mocha Éclairs,1,'A Slice For All Seasons' Cake,Runner-up
14,10,Matty,Black Forest and Banoffee Éclairs,3,'Final Celebration' Cake,Winner
