state,Event,City,race_url,date,Finishers,top_result_m,top_result_f,distance,elevation_rating,surface_rating
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/16/21,61,11:25:48,11:53:51,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/17/20,Race Cancelled,Race Cancelled,Race Cancelled,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/19/19,54,11:56:01,13:14:43,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/20/18,40,11:12:07,12:58:47,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/21/17,37,11:31:31,15:06:47,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/15/16,41,11:33:57,13:30:15,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/17/15,31,11:35:46,13:01:14,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/18/14,40,9:44:08,14:42:42,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/19/13,45,11:01:43,12:17:03,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/20/12,38,11:56:23,14:38:23,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/16/10,26,11:35:00,14:47:00,100 KM,3,4
Minnesota,Wild Duluth Races,Duluth,https://calendar.ultrarunning.com/event/wild-duluth-races,10/17/09,12,10:52:00,14:45:00,100 KM,3,4
Minnesota,Storm the Day (Sunrise to Sunset),Winona,https://calendar.ultrarunning.com/event/storm-the-day-sunrise-to-sunset,10/16/21,"No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results",11 Hours,2,2
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/23/21,59,4:20:55,6:11:14,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/24/20,18,5:17:11,7:37:49,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/19/19,55,5:34:20,5:38:58,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/20/18,82,4:31:52,5:17:15,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/21/17,78,5:18:05,6:10:07,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/22/16,92,4:23:40,4:53:45,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/24/15,128,4:38:18,5:20:09,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/25/14,88,4:44:23,5:59:13,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/26/13,113,4:04:51,5:12:29,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/27/12,79,4:08:21,5:58:03,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/29/11,77,4:27:00,5:42:00,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/30/10,38,4:52:00,5:10:00,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/31/09,53,4:17:20,5:00:10,50 KM,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/23/21,24,9:25:36,9:44:27,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/24/20,18,9:36:20,10:04:49,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/19/19,48,8:39:52,9:08:31,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/20/18,41,8:28:49,8:55:19,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/21/17,52,7:47:46,9:16:08,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/22/16,65,7:17:29,9:46:53,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/24/15,57,7:02:05,8:54:21,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/25/14,86,7:28:16,8:37:19,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/26/13,62,6:46:45,7:44:10,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/27/12,51,6:55:43,10:32:55,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/29/11,49,7:58:00,11:10:00,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/30/10,31,7:23:00,8:50:00,50 Miles,3,3
Minnesota,Surf the Murph,Savage,https://calendar.ultrarunning.com/event/surf-the-murph,10/31/09,30,7:29:25,9:56:36,50 Miles,3,3
Minnesota,Loopet Loppet,Minneapolis,https://calendar.ultrarunning.com/event/loopet-loppet,10/09/21,61,63.1,61.1,12 Hours,3,2
Minnesota,Loopet Loppet,Minneapolis,https://calendar.ultrarunning.com/event/loopet-loppet,10/10/20,Race Cancelled,Race Cancelled,Race Cancelled,12 Hours,3,2
Minnesota,Loopet Loppet,Minneapolis,https://calendar.ultrarunning.com/event/loopet-loppet,10/13/19,54,63,54,12 Hours,3,2
Minnesota,Loopet Loppet,Minneapolis,https://calendar.ultrarunning.com/event/loopet-loppet,10/20/18,32,61,52,12 Hours,3,2
Minnesota,Loopet Loppet,Minneapolis,https://calendar.ultrarunning.com/event/loopet-loppet,10/09/21,4,31.5,31.5,6 Hours,3,2
Minnesota,Loopet Loppet,Minneapolis,https://calendar.ultrarunning.com/event/loopet-loppet,10/13/19,No Finishers,No Finishers,No Finishers,6 Hours,3,2
Minnesota,St. Croix 40 Winter Ultra,Hinckley,https://calendar.ultrarunning.com/event/st-croix-40-winter-ultra,01/15/22,38,5:59:00,10:33:00,40 Miles,3,3
Minnesota,St. Croix 40 Winter Ultra,Hinckley,https://calendar.ultrarunning.com/event/st-croix-40-winter-ultra,01/16/21,Race Cancelled,Race Cancelled,Race Cancelled,40 Miles,3,3
Minnesota,St. Croix 40 Winter Ultra,Hinckley,https://calendar.ultrarunning.com/event/st-croix-40-winter-ultra,01/11/20,38,6:29:50,7:12:58,40 Miles,3,3
Minnesota,St. Croix 40 Winter Ultra,Hinckley,https://calendar.ultrarunning.com/event/st-croix-40-winter-ultra,01/12/19,41,6:47:00,7:34:31,40 Miles,3,3
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/31/22,31,28:27:00,33:05:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/25/21,Race Cancelled,Race Cancelled,Race Cancelled,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/27/20,46,30:45:00,44:40:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/28/19,13,36:09:00,2d 00:34:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/29/18,38,38:00:00,42:58:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/30/17,38,36:01:00,44:05:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/25/16,28,42:26:00,NA,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/26/15,44,34:20:00,42:31:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/26/14,17,43:26:00,47:59:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/26/13,7,45:40:00,NA,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/30/12,28,37:16:00,2d 07:56:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,01/31/11,20,44:32:00,2d 09:38:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,02/01/10,19,37:59:00,NA,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,02/02/09,8,46:55:00,NA,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,02/04/08,10,40:32:00,2d 08:44:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,02/05/07,1,NA,2d 09:07:00,135 Miles,NA,NA
Minnesota,Arrowhead 135,International Falls,https://calendar.ultrarunning.com/event/arrowhead-135,02/08/06,2,2d 05:00:05,NA,135 Miles,NA,NA
Minnesota,Ring of Fire Endurance Run,Andover,https://calendar.ultrarunning.com/event/ring-of-fire-endurance-run,10/30/21,"No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results",12 Hours,NA,NA
Minnesota,Savage 100,Savage,https://calendar.ultrarunning.com/event/savage-100,10/23/21,16,13:44:31,14:21:35,100 KM,NA,NA
Minnesota,Savage 100,Savage,https://calendar.ultrarunning.com/event/savage-100,10/19/19,8,12:19:47,12:48:22,100 KM,NA,NA
Minnesota,Savage 100,Savage,https://calendar.ultrarunning.com/event/savage-100,05/17/14,2,NA,17:16:59,100 KM,NA,NA
Minnesota,Savage 100,Savage,https://calendar.ultrarunning.com/event/savage-100,10/23/21,15,21:19:10,23:37:18,100 Miles,NA,NA
Minnesota,Savage 100,Savage,https://calendar.ultrarunning.com/event/savage-100,10/19/19,25,18:42:25,31:03:41,100 Miles,NA,NA
Minnesota,Savage 100,Savage,https://calendar.ultrarunning.com/event/savage-100,05/17/14,29,17:52:07,23:48:28,100 Miles,NA,NA
Minnesota,Night Owl Shuffle,Lake Elmo,https://calendar.ultrarunning.com/event/night-owl-shuffle,10/02/21,14,38.85,35.5,6 Hours,NA,NA
Minnesota,Night Owl Shuffle,Lake Elmo,https://calendar.ultrarunning.com/event/night-owl-shuffle,10/03/20,Race Cancelled,Race Cancelled,Race Cancelled,6 Hours,NA,NA
Minnesota,Night Owl Shuffle,Lake Elmo,https://calendar.ultrarunning.com/event/night-owl-shuffle,10/05/19,12,41.2,34.35,6 Hours,NA,NA
Minnesota,Night Owl Shuffle,Lake Elmo,https://calendar.ultrarunning.com/event/night-owl-shuffle,10/06/18,15,42.2,31.15,6 Hours,NA,NA
Minnesota,Night Owl Shuffle,Lake Elmo,https://calendar.ultrarunning.com/event/night-owl-shuffle,09/23/17,3,35.5,24.45,6 Hours,NA,NA
Minnesota,Night Owl Shuffle,Lake Elmo,https://calendar.ultrarunning.com/event/night-owl-shuffle,10/10/15,10,36.45,31.8,6 Hours,NA,NA
Minnesota,Night Owl Shuffle,Lake Elmo,https://calendar.ultrarunning.com/event/night-owl-shuffle,10/11/14,9,44.5,34.15,6 Hours,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/06/21,36,4:11:58,5:21:43,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,11/08/20,44,3:51:35,4:20:34,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/01/19,63,3:47:40,4:28:47,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/02/18,48,3:54:34,4:53:57,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/03/17,61,4:08:25,5:14:12,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/04/16,43,3:28:41,5:10:13,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/06/15,55,3:58:38,4:49:46,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/07/14,90,3:57:45,5:01:08,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/01/13,37,4:30:06,5:26:12,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/02/12,31,3:57:32,5:20:55,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/04/11,22,4:02:04,5:05:26,50 KM,NA,NA
Minnesota,Chester Woods,Eyota,https://calendar.ultrarunning.com/event/chester-woods,06/06/21,12,7:54:01,11:22:48,50 Miles,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/30/21,"No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results",12 Hours,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/24/20,Race Cancelled,Race Cancelled,Race Cancelled,12 Hours,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/25/19,1,51,NA,12 Hours,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/27/18,3,54,27,12 Hours,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/30/21,"No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results",6 Hours,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/24/20,Race Cancelled,Race Cancelled,Race Cancelled,6 Hours,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/25/19,3,32.25,NA,6 Hours,NA,NA
Minnesota,Growing Green Trail Runs,Rush City,https://calendar.ultrarunning.com/event/growing-green-trail-runs,05/27/18,5,33,32.25,6 Hours,NA,NA
Minnesota,Warrior's Choice 50K,Little Falls,https://calendar.ultrarunning.com/event/warrior-s-choice-50k,09/26/20,Race Cancelled,Race Cancelled,Race Cancelled,50 KM,NA,NA
Minnesota,VoyageurQuest Stage Race,Grand Marais,https://calendar.ultrarunning.com/event/voyageurquest-stage-race,08/21/20,Race Cancelled,Race Cancelled,Race Cancelled,75 Miles,NA,NA
Minnesota,Chester Park Trail Race,Duluth,https://calendar.ultrarunning.com/event/chester-park-trail-race,06/28/20,Race Cancelled,Race Cancelled,Race Cancelled,6 Hours,NA,NA
Minnesota,Chester Park Trail Race,Duluth,https://calendar.ultrarunning.com/event/chester-park-trail-race,06/30/19,12,37.2,31,6 Hours,NA,NA
Minnesota,Sandlot Marathon,Elk River,https://calendar.ultrarunning.com/event/sandlot-marathon,03/14/20,Race Cancelled,Race Cancelled,Race Cancelled,9 Hours,NA,NA
Minnesota,Captn Karls - the Lake,Carlton,https://calendar.ultrarunning.com/event/captn-karls-the-lake,07/16/11,51,5:44:32,8:21:15,60 KM,NA,NA
Minnesota,Captn Karls - the Lake,Carlton,https://calendar.ultrarunning.com/event/captn-karls-the-lake,07/24/10,46,5:43:00,6:37:52,60 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/14/06,23,8:08:47,9:25:58,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/15/05,29,7:12:25,8:00:28,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/16/04,27,7:32:26,9:08:01,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/14/03,29,7:58:29,10:26:07,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/12/02,46,7:09:29,8:30:32,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/13/01,36,7:46:38,8:35:07,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/18/97,8,7:39:05,9:07:02,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/27/90,125,6:34:02,7:55:08,100 KM,NA,NA
Minnesota,Edmund Fitzgerald,Duluth,https://calendar.ultrarunning.com/event/edmund-fitzgerald,10/27/90,27,3:02:16,4:21:59,50 KM,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/08/04,5,7:58:51,9:52:34,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/10/03,6,8:11:55,9:19:08,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/11/02,6,8:38:40,9:16:31,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/12/01,4,7:12:05,7:16:12,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/21/00,4,9:30:20,9:50:43,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/08/99,6,7:55:23,8:54:44,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/09/98,7,8:42:36,10:43:23,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/10/97,11,6:52:27,12:26:41,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,04/29/95,9,7:08:17,13:06:25,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,04/30/94,7,6:52:06,NA,50 Miles,NA,NA
Minnesota,BB 50 Mile Ultramarathon,White Rock,https://calendar.ultrarunning.com/event/bb-50-mile-ultramarathon,05/15/93,6,6:59:14,NA,50 Miles,NA,NA
Minnesota,Minnesota TAC 100 Km Championship,Garrison,https://calendar.ultrarunning.com/event/minnesota-tac-100-km-championship,05/03/81,11,7:37:49,11:19:33,100 KM,NA,NA
